generator,synth_years,ticker,mae,mse,directional_accuracy
noise,5.0,BAC,0.0025462228804826,8.512333806720562e-06,0.3617021276595745
noise,5.0,WFC,0.0025547025725245,9.693399078969378e-06,0.1914893617021276
noise,5.0,JPM,0.0020070811733603,5.206432433624286e-06,0.3723404255319149
noise,5.0,C,0.0023847543634474,8.179380529327318e-06,0.5851063829787234
noise,5.0,HBAN,0.0023702466860413,8.94724598765606e-06,0.3936170212765957
noise,5.0,USB,0.0022572255693376,6.946665052964818e-06,0.6276595744680851
noise,5.0,TFC,0.0023342599160969,9.18520072445972e-06,0.5319148936170213
noise,5.0,KEY,0.0022012037225067,7.395481588901021e-06,0.6382978723404256
noise,5.0,RF,0.0021472538355737,7.81830840423936e-06,0.5957446808510638
noise,5.0,FITB,0.0028387594502419,1.1981050192844124e-05,0.6702127659574468
noise,5.0,VLY,0.0024260415229946,7.753460522508249e-06,0.7659574468085106
noise,5.0,FHN,0.0019113196758553,5.926728590566199e-06,0.6595744680851063
noise,5.0,PNC,0.0024521970190107,8.436682946921792e-06,0.6595744680851063
noise,5.0,WAFD,0.0017507662996649,4.57766236650059e-06,0.5957446808510638
noise,5.0,FNB,0.0017160871066153,4.564938080875436e-06,0.574468085106383
noise,5.0,FULT,0.0022978039924055,7.1401350396627095e-06,0.723404255319149
noise,5.0,ASB,0.0020724651403725,6.646082056249725e-06,0.7021276595744681
noise,5.0,WBS,0.001618274487555,4.110021109227091e-06,0.8085106382978723
noise,5.0,MTB,0.0023212479427456,7.474284302588785e-06,0.5851063829787234
noise,5.0,ZION,0.002074220450595,6.824918727943441e-06,0.6595744680851063
noise,5.0,BOH,0.0019816751591861,5.613005214399891e-06,0.2978723404255319
noise,5.0,UBSI,0.0023596505634486,7.336322141782148e-06,0.3191489361702128
noise,5.0,CVBF,0.0016877910820767,3.969254521507537e-06,0.5851063829787234
noise,5.0,CBSH,0.0016392759280279,4.268209977453807e-06,0.5106382978723404
noise,5.0,GBCI,0.003112795529887,1.2930558114021553e-05,0.648936170212766
gaussian,5.0,BAC,0.0025368155911564,8.456292562186718e-06,0.3617021276595745
gaussian,5.0,WFC,0.0025611545424908,9.73580881691305e-06,0.1914893617021276
gaussian,5.0,JPM,0.0020137326791882,5.240339305601083e-06,0.3723404255319149
gaussian,5.0,C,0.0023886126000434,8.166386578523088e-06,0.5851063829787234
gaussian,5.0,HBAN,0.0023731908295303,8.97132031241199e-06,0.3936170212765957
gaussian,5.0,USB,0.002264178590849,6.962990028114291e-06,0.6276595744680851
gaussian,5.0,TFC,0.0023334214929491,9.154661711363588e-06,0.5319148936170213
gaussian,5.0,KEY,0.0021975261624902,7.40830591894337e-06,0.6382978723404256
gaussian,5.0,RF,0.0021503986790776,7.844019819458481e-06,0.5957446808510638
gaussian,5.0,FITB,0.0028420398011803,1.2005212738586124e-05,0.6702127659574468
gaussian,5.0,VLY,0.0024304934777319,7.775973244861234e-06,0.7659574468085106
gaussian,5.0,FHN,0.0019119689241051,5.925920049776323e-06,0.6595744680851063
gaussian,5.0,PNC,0.0024613484274595,8.46518378239125e-06,0.6595744680851063
gaussian,5.0,WAFD,0.0017510807374492,4.591737251757877e-06,0.5957446808510638
gaussian,5.0,FNB,0.0017201136797666,4.570701548800571e-06,0.574468085106383
gaussian,5.0,FULT,0.0022945529781281,7.124350304366089e-06,0.723404255319149
gaussian,5.0,ASB,0.0020873241592198,6.672848940070253e-06,0.7021276595744681
gaussian,5.0,WBS,0.0016221192199736,4.125467512494652e-06,0.8085106382978723
gaussian,5.0,MTB,0.0023212826345115,7.474388894479489e-06,0.5851063829787234
gaussian,5.0,ZION,0.002071586670354,6.824046522524441e-06,0.6595744680851063
gaussian,5.0,BOH,0.001964459195733,5.503348347701831e-06,0.2978723404255319
gaussian,5.0,UBSI,0.0023558668326586,7.30981719243573e-06,0.3191489361702128
gaussian,5.0,CVBF,0.001689349184744,3.987930540461093e-06,0.5851063829787234
gaussian,5.0,CBSH,0.0016387307550758,4.253664883435704e-06,0.5106382978723404
gaussian,5.0,GBCI,0.003112121252343,1.2926824638270771e-05,0.648936170212766
rbig,5.0,BAC,0.0025729124899953,8.675023309479002e-06,0.3617021276595745
rbig,5.0,WFC,0.0025476033333688,9.64694299909752e-06,0.1914893617021276
rbig,5.0,JPM,0.002008250914514,5.2123714340268634e-06,0.3723404255319149
rbig,5.0,C,0.002385244006291,8.177587005775422e-06,0.5851063829787234
rbig,5.0,HBAN,0.0023680529557168,8.92941898200661e-06,0.3936170212765957
rbig,5.0,USB,0.0022648426238447,6.9646857809857465e-06,0.6276595744680851
rbig,5.0,TFC,0.0023334650322794,9.15617692953674e-06,0.5319148936170213
rbig,5.0,KEY,0.0022021089680492,7.39319330023136e-06,0.6382978723404256
rbig,5.0,RF,0.0021460943389683,7.807257134118117e-06,0.5957446808510638
rbig,5.0,FITB,0.0028419503942131,1.200392307509901e-05,0.6702127659574468
rbig,5.0,VLY,0.0024467841722071,7.858712706365623e-06,0.7659574468085106
rbig,5.0,FHN,0.001908415928483,5.930970473855268e-06,0.6595744680851063
rbig,5.0,PNC,0.00245230528526,8.436958523816429e-06,0.6595744680851063
rbig,5.0,WAFD,0.0017507629236206,4.556671683531022e-06,0.5957446808510638
rbig,5.0,FNB,0.0017261909088119,4.582169367495226e-06,0.425531914893617
rbig,5.0,FULT,0.002293782075867,7.120623195078224e-06,0.723404255319149
rbig,5.0,ASB,0.0021062842570245,6.714182291034376e-06,0.7021276595744681
rbig,5.0,WBS,0.0015990930842235,4.033279765280895e-06,0.8085106382978723
rbig,5.0,MTB,0.0023235641419887,7.4817485256062355e-06,0.5851063829787234
rbig,5.0,ZION,0.0020728472154587,6.824418051110115e-06,0.6595744680851063
rbig,5.0,BOH,0.0019622428808361,5.489470368047478e-06,0.2978723404255319
rbig,5.0,UBSI,0.0023565485607832,7.314575213968055e-06,0.3191489361702128
rbig,5.0,CVBF,0.0016895114677026,3.989501692558406e-06,0.5851063829787234
rbig,5.0,CBSH,0.0016373237594962,4.217660716676619e-06,0.5106382978723404
rbig,5.0,GBCI,0.0031106951646506,1.2919008440803736e-05,0.648936170212766
noise,1.0,BAC,0.0024320511147379,7.869196451792959e-06,0.3617021276595745
noise,1.0,WFC,0.0024625367950648,9.10428298084298e-06,0.1914893617021276
noise,1.0,JPM,0.0019368436187505,4.857785370404599e-06,0.3723404255319149
noise,1.0,C,0.0023741105105727,8.354280907951761e-06,0.5851063829787234
noise,1.0,HBAN,0.0023795480374246,9.023888196679763e-06,0.3936170212765957
noise,1.0,USB,0.0022854600101709,7.02881652614451e-06,0.6276595744680851
noise,1.0,TFC,0.0023558011744171,9.534200216876345e-06,0.5319148936170213
noise,1.0,KEY,0.0022563871461898,7.441694833687507e-06,0.6382978723404256
noise,1.0,RF,0.0021759718656539,8.114490810839925e-06,0.5957446808510638
noise,1.0,FITB,0.0028436172287911,1.2033782695652915e-05,0.6702127659574468
noise,1.0,VLY,0.0025072447024285,8.173274181899615e-06,0.7659574468085106
noise,1.0,FHN,0.0018875629175454,6.158734777272912e-06,0.6595744680851063
noise,1.0,PNC,0.0024732716847211,8.506001904606819e-06,0.6595744680851063
noise,1.0,WAFD,0.0018322174437344,5.3273915909812786e-06,0.4042553191489361
noise,1.0,FNB,0.0017017547506839,4.585106580634601e-06,0.574468085106383
noise,1.0,FULT,0.0023003302048891,7.152471880544908e-06,0.723404255319149
noise,1.0,ASB,0.0020580464042723,6.623939498240361e-06,0.7021276595744681
noise,1.0,WBS,0.0015355772338807,3.7917941426712783e-06,0.8085106382978723
noise,1.0,MTB,0.0023009581491351,7.449404620274436e-06,0.5851063829787234
noise,1.0,ZION,0.0021213146392256,6.8964750425948296e-06,0.6595744680851063
noise,1.0,BOH,0.0021116894204169,6.4231749092868995e-06,0.2978723404255319
noise,1.0,UBSI,0.0023537334054708,7.294967417692533e-06,0.3191489361702128
noise,1.0,CVBF,0.0016927584074437,4.013965735794045e-06,0.5851063829787234
noise,1.0,CBSH,0.0016314203385263,4.02982459490886e-06,0.5106382978723404
noise,1.0,GBCI,0.00316698779352,1.3261602362035774e-05,0.648936170212766
gan,5.0,BAC,0.0025561458896845,8.572182196076028e-06,0.3617021276595745
gan,5.0,WFC,0.0025538671761751,9.6879211923806e-06,0.1914893617021276
gan,5.0,JPM,0.0020058564841747,5.200222403800581e-06,0.3723404255319149
gan,5.0,C,0.0023855566978454,8.176461051334627e-06,0.5851063829787234
gan,5.0,HBAN,0.0023760956246405,8.99524093256332e-06,0.3936170212765957
gan,5.0,USB,0.0022547794505953,6.941549145267345e-06,0.6276595744680851
gan,5.0,TFC,0.0023333900608122,9.153578503173776e-06,0.5319148936170213
gan,5.0,KEY,0.0022000195458531,7.399202331725974e-06,0.6382978723404256
gan,5.0,RF,0.0021481111180037,7.825457942089997e-06,0.5957446808510638
gan,5.0,FITB,0.0028411431703716,1.1985176570306066e-05,0.6702127659574468
gan,5.0,VLY,0.0024395720101892,7.822346560715232e-06,0.7659574468085106
gan,5.0,FHN,0.0019093487644568,5.929494818701642e-06,0.6595744680851063
gan,5.0,PNC,0.0024455613456666,8.420391168328933e-06,0.6595744680851063
gan,5.0,WAFD,0.001751066185534,4.591066499415319e-06,0.5957446808510638
gan,5.0,FNB,0.0017240247689187,4.577699655783363e-06,0.574468085106383
gan,5.0,FULT,0.0022987029515206,7.144517439883202e-06,0.723404255319149
gan,5.0,ASB,0.002110662870109,6.724812919856049e-06,0.7021276595744681
gan,5.0,WBS,0.0015970253152772,4.025051111966604e-06,0.8085106382978723
gan,5.0,MTB,0.0023213950917124,7.474728590750601e-06,0.5851063829787234
gan,5.0,ZION,0.002078098244965,6.827239758422365e-06,0.6595744680851063
gan,5.0,BOH,0.0019908733665943,5.67173174204072e-06,0.2978723404255319
gan,5.0,UBSI,0.0023573343642055,7.320070380956167e-06,0.3191489361702128
gan,5.0,CVBF,0.0016885609365999,3.97958274334087e-06,0.5851063829787234
gan,5.0,CBSH,0.0016372607788071,4.2161041164945345e-06,0.5106382978723404
gan,5.0,GBCI,0.0031125983223319,1.2929468539368829e-05,0.648936170212766
gaussian,1.0,BAC,0.0024373882915824,7.897741852502804e-06,0.3617021276595745
gaussian,1.0,WFC,0.0024623454082757,9.103062438953202e-06,0.1914893617021276
gaussian,1.0,JPM,0.0019288990879431,4.818648903892608e-06,0.3723404255319149
gaussian,1.0,C,0.0023744534701108,8.367542250198312e-06,0.5851063829787234
gaussian,1.0,HBAN,0.0023795382585376,9.023807251651306e-06,0.3936170212765957
gaussian,1.0,USB,0.002279624575749,7.008690772636328e-06,0.6276595744680851
gaussian,1.0,TFC,0.0023531622719019,9.490674528933596e-06,0.5319148936170213
gaussian,1.0,KEY,0.0022486574016511,7.423173883580603e-06,0.6382978723404256
gaussian,1.0,RF,0.0021706661209464,8.048873496591114e-06,0.5957446808510638
gaussian,1.0,FITB,0.0028475716244429,1.2153666830272414e-05,0.6702127659574468
gaussian,1.0,VLY,0.00248080259189,8.03252260084264e-06,0.7659574468085106
gaussian,1.0,FHN,0.0018887770129367,6.204763394634938e-06,0.6595744680851063
gaussian,1.0,PNC,0.002456149784848,8.447732398053631e-06,0.6595744680851063
gaussian,1.0,WAFD,0.0018315035849809,5.321397566149244e-06,0.4042553191489361
