family,latent_dim,epochs,batch_size,gen_hidden,disc_hidden,learning_rate,d_steps_per_g,mmd_mean,wasserstein_mean_mean,frobenius_corr_mean,frac_valida_mean,std_ratio_mean_mean,mmd_std,seconds
gan,16,800,256,32x64x32,16x8,0.0001,2,0.8910858388161043,3.036733459463683,2.8858305579703694,1.0,0.6157125050207936,,214.0
gan,32,1200,128,32x32,64x32,0.0005,6,0.01601888172066057,0.1651619949259684,0.39687667365493406,1.0,0.7498798245851995,,859.2
gan,16,1200,64,32x32,128x64,0.0001,3,0.017594348151213413,0.16593662250207858,0.46980352460192787,1.0,0.7588681730107723,,407.3
gan,16,800,256,64x64,128x64,0.001,2,0.0654191908199443,0.331064480487426,0.9806768017380062,1.0,0.576736457955964,,200.6
gan,8,1200,256,16x32x16,16x8,0.001,5,0.023559618548987027,0.23182744814061004,0.7671881811457373,1.0,0.6570247894259214,,636.6
gan,48,800,256,32x32,128x64,0.001,5,0.001114096906564388,0.08196283175467481,0.23792136369299327,1.0,0.7452172340167669,,410.5
gan,16,1200,64,64x128x64,16x8,0.0003,3,0.5777328491121462,0.8639474210684057,1.941007473075801,1.0,0.40775302419733545,,414.1
gan,16,1200,128,128x128,16x8,0.0005,4,0.11526790549901123,0.4671029944203811,2.2706199368575968,1.0,0.8149028746447493,,589.9
