family,dropout,l2,learning_rate,batch_size,hidden_units,best_val_mean,final_val_mean,train_at_best_mean,best_epoch_mean,epochs_run_mean,overfit_ratio_mean,gap_ratio_mean,n_params_mean,best_val_std,seconds,conv_filters,dense_units,global_pool,kernel_size,lstm_units,recurrent_dropout
dense,0.2,0.0,3e-05,128,32x16,0.011612356640398502,0.011623386604090532,0.014036339707672596,97.0,138.0,1.000949284158007,0.8274945818624314,96985.0,4.149577286648164e-05,62.4,,,,,,
cnn,0.5,0.0001,3e-05,16,,0.013940651590625444,0.013940651590625444,0.01663990132510662,399.0,400.0,1.0,0.8377551533103501,18121.0,0.0003241014477696437,215.0,16,32.0,False,3.0,,
rnn,0.4,1e-05,0.0005,32,,0.01153066816429297,0.011537251994013786,0.014233040933807692,263.6666666666667,292.0,1.0005705919823218,0.8101355047095428,5657.0,1.551036964193096e-05,458.2,,16.0,,,16x8,0.2
dense,0.1,0.0,3e-05,64,64,0.01196753823508819,0.012062262433270613,0.013813856057822704,32.0,73.0,1.007916198613934,0.8664008564064226,193689.0,8.557805513052249e-05,32.4,,,,,,
