family,sigma,relative,mmd_mean,wasserstein_mean_mean,frobenius_corr_mean,frac_valida_mean,std_ratio_mean_mean,mmd_std,seconds,shrinkage,n_iters,grid_size,noise_dist,df,shrinkage_alpha,shrinkage_target,marginal,rotation,latent_dim,epochs,batch_size,gen_hidden,disc_hidden,learning_rate,d_steps_per_g
rbig,,,0.0,0.0285335895893716,0.4247119569419115,1.0,0.9772592315812214,0.0,3.5,,40.0,1000.0,,,,,,,,,,,,,
noise,0.01,True,1.4666433061083506e-05,0.0321135294480094,0.3658764970635951,1.0,1.0711615315172418,2.074146854662144e-05,0.4,,,,,,,,,,,,,,,,
gaussian,,,0.0601104857585167,0.2609132249696647,0.3925257868248201,1.0,1.0674438737550966,0.0019822308914833,0.5,True,,,,,,,,,,,,,,,
rbig,,,0.0002224156496846,0.0404814840970488,0.444468010441248,1.0,0.9665647292080564,0.000314543228268,1.8,,20.0,200.0,,,,,,,,,,,,,
noise,0.1,False,0.380035137237724,6.493875718842222,1.3665055418234258,1.0,9.114941138008074,0.0003409069328748,0.6,,,,,,,,,,,,,,,,
gaussian,,,0.0581886320864692,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0005416825611632,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0022140319857843,0.0931113574050988,0.7643451474132419,1.0,1.1787933416981384,0.0011308763272944,0.8,,5.0,1000.0,,,,,,,,,,,,,
noise,0.05,False,0.371018845567749,3.110154056851544,1.284352345325244,1.0,4.769962407682058,0.0002935858682333,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0560196857376892,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0071408213982243,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0022402005712971,0.077194388681554,0.7567071099771858,1.0,1.0123780323071752,0.0014002527007805,0.8,,5.0,100.0,,,,,,,,,,,,,
noise,0.5,False,0.3822945293865518,33.627189289343654,1.3938906523648549,1.0,44.28903861426737,0.0003226111302041,0.6,,,,,,,,,,,,,,,,
gaussian,,,0.0560362934572393,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.009276218804534,0.6,False,,,,,,,,,,,,,,,
rbig,,,0.0007010897694743,0.0414632818657971,0.4441795569275525,1.0,0.944160752703698,0.0006963008731254,1.9,,20.0,100.0,,,,,,,,,,,,,
noise,0.3,True,0.0035481497792811,0.079012259579527,0.3724492836175664,1.0,1.119485537281879,0.0016773772424896,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0601178354551456,0.2609132249696647,0.3925257868248201,1.0,1.0674438737550966,0.0015318969935375,0.5,True,,,,,,,,,,,,,,,
rbig,,,0.0001396651103457,0.0333095592687994,0.4340226689566104,1.0,0.962557772152942,0.0001975162932412,2.3,,30.0,200.0,,,,,,,,,,,,,
noise,0.15,True,8.688117825944586e-05,0.0407215255585134,0.362106111655096,1.0,1.0834808003297498,0.0001228685406094,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0581206671153679,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0014516038810854,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0002348911023376,0.0402814754906693,0.4267452147970503,1.0,0.9803479417358514,4.912716324908005e-05,4.2,,60.0,100.0,,,,,,,,,,,,,
noise,0.01,True,0.0001130624110982,0.0321135294480094,0.3658764970635951,1.0,1.0711615315172418,6.669186501474111e-05,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0558251693767255,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0013867546240417,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0014254697403044,0.0778311389749598,0.6664893427687671,1.0,1.1009395530611914,0.0015471130048276,1.3,,10.0,600.0,,,,,,,,,,,,,
noise,0.01,True,0.0001699858977241,0.0321135294480094,0.3658764970635951,1.0,1.0711615315172418,6.624830675775816e-05,0.6,,,,,,,,,,,,,,,,
gaussian,,,0.0506555986976449,0.2609132249696647,0.3925257868248201,1.0,1.0674438737550966,0.0014023277893168,0.5,True,,,,,,,,,,,,,,,
rbig,,,0.0012353347914955,0.0778311389749598,0.6664893427687671,1.0,1.1009395530611914,0.0006915486922518,1.2,,10.0,600.0,,,,,,,,,,,,,
noise,0.05,False,0.3710176373743153,3.110154056851544,1.284352345325244,1.0,4.769962407682058,0.0014896518904859,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0538605881813137,0.2609132249696647,0.3925257868248201,1.0,1.0674438737550966,0.0036464136603356,0.5,True,,,,,,,,,,,,,,,
rbig,,,0.0001500319682377,0.0333095592687994,0.4340226689566104,1.0,0.962557772152942,0.0001239611433704,2.5,,30.0,200.0,,,,,,,,,,,,,
noise,0.15,False,0.3812085274728033,9.882906175987614,1.3828271170881945,1.0,13.497666290995518,0.0006029073329192,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0525723221342177,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0055921969043795,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0002926224666123,0.0403364234172881,0.4474848767407611,1.0,0.9784612489029832,0.0004138306609382,1.9,,20.0,300.0,,,,,,,,,,,,,
noise,0.1,True,2.792250220762238e-05,0.0349357013820545,0.3631120024491393,1.0,1.0766437825177635,1.9000502834044216e-05,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0572121698084509,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0039616844477562,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0003786746816604,0.0460898887812715,0.5450088960582814,1.0,0.9723276420531112,6.501423715507223e-05,1.7,,15.0,400.0,,,,,,,,,,,,,
noise,0.1,False,0.3810352196752711,6.493875718842222,1.3665055418234258,1.0,9.114941138008074,0.0012057653607491,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0557121603598125,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0029777901655526,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0,0.0278704027765178,0.4179866568227557,1.0,0.9701299699808345,0.0,3.6,,40.0,300.0,,,,,,,,,,,,,
noise,0.05,True,0.0001372494904736,0.0325457540883223,0.3646728229449607,1.0,1.072505761157302,6.977833557217096e-05,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0519075766012592,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0074662604660611,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0013667895777116,0.0719517485300534,0.6511211053147599,1.0,1.0457087843498971,0.0004755283731366,1.1,,10.0,200.0,,,,,,,,,,,,,
noise,0.15,False,0.3816774200607639,9.882906175987614,1.3828271170881945,1.0,13.497666290995518,0.0016649222903164,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.054072728873739,0.2609132249696647,0.3925257868248201,1.0,1.0674438737550966,0.0061679104499484,0.5,True,,,,,,,,,,,,,,,
rbig,,,0.000248968578306,0.0402814754906693,0.4267452147970503,1.0,0.9803479417358514,0.000129901362493,4.3,,60.0,100.0,,,,,,,,,,,,,
noise,0.02,True,0.0,0.0321572081403905,0.365592426724397,1.0,1.0713331268976336,0.0,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0537280399730533,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0002106164017371,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0002325064638555,0.0341860543414085,0.39887066931281,1.0,0.9549032470522262,9.89524022766436e-05,3.1,,40.0,100.0,,,,,,,,,,,,,
noise,0.3,True,0.0027743456662034,0.079012259579527,0.3724492836175664,1.0,1.119485537281879,0.0008449699739748,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.056977929074428,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0018291237265037,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0019785544014565,0.0834488419596912,0.7687501239222692,1.0,1.0897095200488425,0.0002107576749167,0.8,,5.0,300.0,,,,,,,,,,,,,
noise,0.15,False,0.3822335482472295,9.882906175987614,1.3828271170881945,1.0,13.497666290995518,7.904610515243277e-05,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0593750076677313,0.2609132249696647,0.3925257868248201,1.0,1.0674438737550966,0.0038625640075159,0.5,True,,,,,,,,,,,,,,,
rbig,,,0.0032248798772149,0.077194388681554,0.7567071099771858,1.0,1.0123780323071752,0.0014646791775515,0.8,,5.0,100.0,,,,,,,,,,,,,
noise,0.02,False,0.2785525835152135,1.0963564357975066,0.9577209176383332,1.0,2.264756446926662,0.0094145170829187,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0573273032363205,0.2609132249696647,0.3925257868248201,1.0,1.0674438737550966,0.0026404941817721,0.5,True,,,,,,,,,,,,,,,
rbig,,,0.0003343959279331,0.0403364234172881,0.4474848767407611,1.0,0.9784612489029832,1.978182170235645e-05,1.9,,20.0,300.0,,,,,,,,,,,,,
noise,0.3,True,0.0037927000019374,0.079012259579527,0.3724492836175664,1.0,1.119485537281879,0.0008933618654075,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.053530530581712,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0018046226014555,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0022320635127919,0.0931113574050988,0.7643451474132419,1.0,1.1787933416981384,0.0001264914124888,0.9,,5.0,1000.0,,,,,,,,,,,,,
noise,0.1,True,5.433227417012132e-05,0.0349357013820545,0.3631120024491393,1.0,1.0766437825177635,7.683743900595897e-05,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0581632057955777,0.2609132249696647,0.3925257868248201,1.0,1.0674438737550966,0.0031527606431687,0.5,True,,,,,,,,,,,,,,,
rbig,,,0.0,0.0329224257777385,0.4346094423740692,1.0,0.9704830924862772,0.0,2.5,,30.0,300.0,,,,,,,,,,,,,
noise,0.01,True,0.0003203199955495,0.0321135294480094,0.3658764970635951,1.0,1.0711615315172418,0.0002181458227453,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0551241164647584,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0003872711961096,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0014552218001017,0.0678337049209206,0.6228308558774804,1.0,1.0019830869225372,0.0001412478171606,1.2,,10.0,100.0,,,,,,,,,,,,,
noise,0.01,True,0.0,0.0321135294480094,0.3658764970635951,1.0,1.0711615315172418,0.0,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0548148400901328,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0097300658429873,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0004594328848908,0.0324621295747423,0.4297410109625244,1.0,0.973687948880708,0.0003693824694907,2.6,,30.0,600.0,,,,,,,,,,,,,
noise,0.02,True,0.0,0.0321572081403905,0.365592426724397,1.0,1.0713331268976336,0.0,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0589503953441669,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0069458704330761,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0013871939164639,0.0778311389749598,0.6664893427687671,1.0,1.1009395530611914,0.000559079062597,1.2,,10.0,600.0,,,,,,,,,,,,,
noise,0.3,False,0.3827442816761225,20.05748955931103,1.3921240331841729,1.0,26.686016520274627,0.0002585459036383,0.6,,,,,,,,,,,,,,,,
gaussian,,,0.056995579803673,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0013772152425874,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0001646125692479,0.0275399170089544,0.4067301470328018,1.0,0.967361260661787,0.0002327973279675,3.3,,40.0,400.0,,,,,,,,,,,,,
noise,0.2,False,0.3825773425025297,13.27374402748999,1.388323780767402,1.0,17.890424771384172,0.0003215261512849,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0529506580177835,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.001084760751732,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0005211410525981,0.0402814754906693,0.4267452147970503,1.0,0.9803479417358514,0.0001639204936908,4.2,,60.0,100.0,,,,,,,,,,,,,
noise,0.3,True,0.0045175028241177,0.079012259579527,0.3724492836175664,1.0,1.119485537281879,0.0010307156156556,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.060016337199892,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0009810394676414,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0009321957656673,0.0737238768337592,0.658254222878542,1.0,1.06557701278834,0.0001163688181886,1.1,,10.0,300.0,,,,,,,,,,,,,
noise,0.15,False,0.3814809151378665,9.882906175987614,1.3828271170881945,1.0,13.497666290995518,0.0007749707565799,0.6,,,,,,,,,,,,,,,,
gaussian,,,0.0614698130138817,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0009081166997612,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0003059231783419,0.0324326841317518,0.4164846354411324,1.0,0.969657727011261,0.0004326407078555,2.6,,30.0,400.0,,,,,,,,,,,,,
noise,0.2,True,0.0010369937972926,0.0504026814725282,0.3626115278384734,1.0,1.0929581647777846,0.0004434242172038,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0562316905697923,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0051753445633265,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0024652868162701,0.0678337049209206,0.6228308558774804,1.0,1.0019830869225372,0.0013867063063464,1.1,,10.0,100.0,,,,,,,,,,,,,
noise,0.5,True,0.0191872962439159,0.1655105031360488,0.443157532213995,1.0,1.1985912427353451,0.001888229408816,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0584630684483531,0.2609132249696647,0.3925257868248201,1.0,1.0674438737550966,0.0029609125929131,0.5,True,,,,,,,,,,,,,,,
rbig,,,0.0008591852875076,0.0816138255010448,0.6684929865372866,1.0,1.134063498987134,0.0004471127921625,1.2,,10.0,1000.0,,,,,,,,,,,,,
noise,0.3,True,0.0047375840885566,0.079012259579527,0.3724492836175664,1.0,1.119485537281879,0.0004213584811176,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0547967892385088,0.2609132249696647,0.3925257868248201,1.0,1.0674438737550966,0.0003585763994788,0.5,True,,,,,,,,,,,,,,,
rbig,,,0.0010790961941531,0.0778311389749598,0.6664893427687671,1.0,1.1009395530611914,0.0001691564101543,1.1,,10.0,600.0,,,,,,,,,,,,,
noise,0.3,False,0.3813052198040583,20.05748955931103,1.3921240331841729,1.0,26.686016520274627,0.0013445021133234,0.6,,,,,,,,,,,,,,,,
gaussian,,,0.0537543739590729,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0040569221229817,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0004971254379431,0.0460694300375232,0.5523298672312899,1.0,0.9692255303590108,0.0001776236429489,1.6,,15.0,300.0,,,,,,,,,,,,,
noise,0.2,True,0.0003358659565762,0.0504026814725282,0.3626115278384734,1.0,1.0929581647777846,0.0002078875277947,0.6,,,,,,,,,,,,,,,,
gaussian,,,0.0563046661257367,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0020617578403501,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0,0.0406654656272526,0.4364318333695737,1.0,0.9811741604102572,0.0,1.8,,20.0,400.0,,,,,,,,,,,,,
noise,0.2,True,0.001305788338537,0.0504026814725282,0.3626115278384734,1.0,1.0929581647777846,0.0002496790932311,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0533386323105169,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0035574968266562,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0020149994128474,0.0931113574050988,0.7643451474132419,1.0,1.1787933416981384,0.0007595170908921,0.8,,5.0,1000.0,,,,,,,,,,,,,
noise,0.5,True,0.0210195201802757,0.1655105031360488,0.443157532213995,1.0,1.1985912427353451,0.0008816462700857,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0574259960388014,0.2609132249696647,0.3925257868248201,1.0,1.0674438737550966,0.0107538339070217,0.5,True,,,,,,,,,,,,,,,
rbig,,,0.0025368172779795,0.077194388681554,0.7567071099771858,1.0,1.0123780323071752,0.0012465697679208,0.9,,5.0,100.0,,,,,,,,,,,,,
noise,0.1,True,4.405839995480498e-05,0.0349357013820545,0.3631120024491393,1.0,1.0766437825177635,6.230798675254336e-05,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0572284206091882,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0040941032332109,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0003007379120466,0.0402814754906693,0.4267452147970503,1.0,0.9803479417358514,2.7672721281377987e-05,4.2,,60.0,100.0,,,,,,,,,,,,,
noise,0.02,True,7.169883478386208e-05,0.0321572081403905,0.365592426724397,1.0,1.0713331268976336,0.0001013974645576,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0515877105245464,0.2609132249696647,0.3925257868248201,1.0,1.0674438737550966,0.0048533079823343,0.5,True,,,,,,,,,,,,,,,
rbig,,,0.0001738515383885,0.0372474886234923,0.4436543231449845,1.0,0.9508276418454288,1.1797969361614713e-05,2.6,,30.0,100.0,,,,,,,,,,,,,
noise,0.15,False,0.3809677416444254,9.882906175987614,1.3828271170881945,1.0,13.497666290995518,0.0004146297471707,0.6,,,,,,,,,,,,,,,,
gaussian,,,0.0526269690652596,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.002378175777488,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0019497813625911,0.077194388681554,0.7567071099771858,1.0,1.0123780323071752,0.0007758535508432,0.9,,5.0,100.0,,,,,,,,,,,,,
noise,0.1,True,0.0,0.0349357013820545,0.3631120024491393,1.0,1.0766437825177635,0.0,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0531322574204853,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.004293246936804,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0014540889484229,0.0737238768337592,0.658254222878542,1.0,1.06557701278834,0.0007835271883821,1.2,,10.0,300.0,,,,,,,,,,,,,
noise,0.02,False,0.2821725098613783,1.0963564357975066,0.9577209176383332,1.0,2.264756446926662,0.00789822488392,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0597650745334009,0.2609132249696647,0.3925257868248201,1.0,1.0674438737550966,0.005445421360937,0.5,True,,,,,,,,,,,,,,,
rbig,,,0.0,0.0293163019456506,0.3993780131702692,1.0,0.9843104824729954,0.0,4.7,,60.0,600.0,,,,,,,,,,,,,
noise,0.05,True,0.0001611992082291,0.0325457540883223,0.3646728229449607,1.0,1.072505761157302,0.0002279701065214,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0527658312952867,0.2609132249696647,0.3925257868248201,1.0,1.0674438737550966,0.0009339018164392,0.5,True,,,,,,,,,,,,,,,
rbig,,,0.0002485861211002,0.0402814754906693,0.4267452147970503,1.0,0.9803479417358514,0.0003109123914608,4.5,,60.0,100.0,,,,,,,,,,,,,
noise,0.15,False,0.3815066310534947,9.882906175987614,1.3828271170881945,1.0,13.497666290995518,0.0008006730995328,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0586521453035465,0.2609132249696647,0.3925257868248201,1.0,1.0674438737550966,0.0009346479837258,0.5,True,,,,,,,,,,,,,,,
rbig,,,0.0008721538076497,0.0719517485300534,0.6511211053147599,1.0,1.0457087843498971,0.0001784226717737,1.2,,10.0,200.0,,,,,,,,,,,,,
noise,0.5,False,0.3824241490389227,33.627189289343654,1.3938906523648549,1.0,44.28903861426737,0.0012971812552462,0.6,,,,,,,,,,,,,,,,
gaussian,,,0.0563222963269915,0.2609132249696647,0.3925257868248201,1.0,1.0674438737550966,0.0095969177236591,0.5,True,,,,,,,,,,,,,,,
rbig,,,0.0005371245068631,0.0464204663407979,0.5488452455331239,1.0,0.9556874577450772,0.0002580752062558,1.6,,15.0,200.0,,,,,,,,,,,,,
noise,0.01,True,0.0,0.0321135294480094,0.3658764970635951,1.0,1.0711615315172418,0.0,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0582195538020905,0.2609132249696647,0.3925257868248201,1.0,1.0674438737550966,0.0022044622064161,0.5,True,,,,,,,,,,,,,,,
rbig,,,0.0009307345835629,0.0404814840970488,0.444468010441248,1.0,0.9665647292080564,0.0007991540368544,1.9,,20.0,200.0,,,,,,,,,,,,,
noise,0.02,True,0.000149328249371,0.0321572081403905,0.365592426724397,1.0,1.0713331268976336,0.0002111820355059,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0541868227642999,0.2609132249696647,0.3925257868248201,1.0,1.0674438737550966,0.0004203648461531,0.5,True,,,,,,,,,,,,,,,
rbig,,,0.0004811043686377,0.0372474886234923,0.4436543231449845,1.0,0.9508276418454288,0.000473462426141,2.5,,30.0,100.0,,,,,,,,,,,,,
noise,0.05,False,0.3733360755741295,3.110154056851544,1.284352345325244,1.0,4.769962407682058,0.0006222197287438,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0538167851033433,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0125193583084503,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0008358720715959,0.0750742896030214,0.6566586164068196,1.0,1.0758504538373657,0.0003604750436613,1.2,,10.0,400.0,,,,,,,,,,,,,
noise,0.5,False,0.3819487201152636,33.627189289343654,1.3938906523648549,1.0,44.28903861426737,0.0002952484160057,0.6,,,,,,,,,,,,,,,,
gaussian,,,0.0513706468873921,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0001691166753904,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0,0.0278704027765178,0.4179866568227557,1.0,0.9701299699808345,0.0,3.3,,40.0,300.0,,,,,,,,,,,,,
noise,0.1,True,0.0002432305868633,0.0349357013820545,0.3631120024491393,1.0,1.0766437825177635,0.000343979994726,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0600693346669526,0.2609132249696647,0.3925257868248201,1.0,1.0674438737550966,0.0065188075846213,0.5,True,,,,,,,,,,,,,,,
rbig,,,0.0003417572452257,0.0414632818657971,0.4441795569275525,1.0,0.944160752703698,0.0002584673364958,1.9,,20.0,100.0,,,,,,,,,,,,,
noise,0.02,False,0.2757715230016986,1.0963564357975066,0.9577209176383332,1.0,2.264756446926662,0.0097185051357891,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0512096791108769,0.2609132249696647,0.3925257868248201,1.0,1.0674438737550966,0.0006580450663042,0.5,True,,,,,,,,,,,,,,,
rbig,,,0.0011398799215767,0.0778311389749598,0.6664893427687671,1.0,1.1009395530611914,0.0013323099348995,1.2,,10.0,600.0,,,,,,,,,,,,,
noise,0.3,True,0.0043436583247119,0.079012259579527,0.3724492836175664,1.0,1.119485537281879,0.0021774884704973,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0562316663417534,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0008057100115445,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.000360047803964,0.0470221575952407,0.5616366474623322,1.0,0.9977889696570524,0.0002663466899232,1.8,,15.0,1000.0,,,,,,,,,,,,,
noise,0.05,True,0.0,0.0325457540883223,0.3646728229449607,1.0,1.072505761157302,0.0,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0573901117397412,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0014137450165875,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0,0.0285335895893716,0.4247119569419115,1.0,0.9772592315812214,0.0,3.8,,40.0,1000.0,,,,,,,,,,,,,
noise,0.5,True,0.0207484264913583,0.1655105031360488,0.443157532213995,1.0,1.1985912427353451,0.0069858318975995,0.6,,,,,,,,,,,,,,,,
gaussian,,,0.0537824285456217,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0024605287850283,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0002895499841567,0.0470221575952407,0.5616366474623322,1.0,0.9977889696570524,0.0002094111974616,1.8,,15.0,1000.0,,,,,,,,,,,,,
noise,0.01,True,0.0,0.0321135294480094,0.3658764970635951,1.0,1.0711615315172418,0.0,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0505728014600486,0.2609132249696647,0.3925257868248201,1.0,1.0674438737550966,0.0015013599752257,0.5,True,,,,,,,,,,,,,,,
rbig,,,0.0021119828693304,0.077194388681554,0.7567071099771858,1.0,1.0123780323071752,0.0016333154058834,0.8,,5.0,100.0,,,,,,,,,,,,,
noise,0.5,True,0.0177521878999682,0.1655105031360488,0.443157532213995,1.0,1.1985912427353451,0.0002692145209975,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0527861251625001,0.2609132249696647,0.3925257868248201,1.0,1.0674438737550966,0.0046911472171771,0.5,True,,,,,,,,,,,,,,,
rbig,,,0.0005637904642573,0.0750742896030214,0.6566586164068196,1.0,1.0758504538373657,0.0006700930570374,1.2,,10.0,400.0,,,,,,,,,,,,,
noise,0.15,True,0.0001619064348616,0.0407215255585134,0.362106111655096,1.0,1.0834808003297498,0.0002289702760168,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0546119359830867,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0052122491299437,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0003496216884076,0.042009991706489,0.4467581063256508,1.0,1.003797378700326,0.0004944397334458,2.1,,20.0,1000.0,,,,,,,,,,,,,
noise,0.15,False,0.3813386501363206,9.882906175987614,1.3828271170881945,1.0,13.497666290995518,0.002251307834266,0.6,,,,,,,,,,,,,,,,
gaussian,,,0.0566718846699343,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0033979080668413,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0,0.0324326841317518,0.4164846354411324,1.0,0.969657727011261,0.0,2.8,,30.0,400.0,,,,,,,,,,,,,
noise,0.3,False,0.3819087253879176,20.05748955931103,1.3921240331841729,1.0,26.686016520274627,0.000225054580463,0.6,,,,,,,,,,,,,,,,
gaussian,,,0.0585630793252168,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0033224527484832,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0002685809531002,0.0329224257777385,0.4346094423740692,1.0,0.9704830924862772,0.0003798308264694,2.7,,30.0,300.0,,,,,,,,,,,,,
noise,0.5,True,0.016680069557832,0.1655105031360488,0.443157532213995,1.0,1.1985912427353451,0.00179600017308,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0577149469690199,0.2609132249696647,0.3925257868248201,1.0,1.0674438737550966,0.0074291021200093,0.5,True,,,,,,,,,,,,,,,
rbig,,,0.0005971330418058,0.0460694300375232,0.5523298672312899,1.0,0.9692255303590108,7.640372821783397e-05,1.5,,15.0,300.0,,,,,,,,,,,,,
noise,0.3,True,0.0043081157345389,0.079012259579527,0.3724492836175664,1.0,1.119485537281879,0.0009117984452854,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0537595741826914,0.2609132249696647,0.3925257868248201,1.0,1.0674438737550966,0.0044228062774614,0.5,True,,,,,,,,,,,,,,,
rbig,,,0.0010176590933456,0.0778311389749598,0.6664893427687671,1.0,1.1009395530611914,0.0007168772777465,1.2,,10.0,600.0,,,,,,,,,,,,,
noise,0.5,True,0.0169665130693771,0.1655105031360488,0.443157532213995,1.0,1.1985912427353451,0.0006939469999066,0.5,,,,,,,,,,,,,,,,
gaussian,,,0.0564470344163153,0.2565296444633675,0.3921546833579927,1.0,1.0600785881223906,0.0002917018188295,0.5,False,,,,,,,,,,,,,,,
rbig,,,0.0006433669192453,0.0460694300375232,0.5523298672312899,1.0,0.9692255303590108,0.0005575495398572,1.5,,15.0,300.0,,,,,,,,,,,,,
