family,sigma,relative,mmd_mean,wasserstein_mean_mean,frobenius_corr_mean,frac_valida_mean,std_ratio_mean_mean,mmd_std,seconds,shrinkage,n_iters,grid_size,noise_dist,df,shrinkage_alpha,shrinkage_target,marginal,rotation,latent_dim,epochs,batch_size,gen_hidden,disc_hidden,learning_rate,d_steps_per_g
gaussian,,,0.0135298639888186,0.039176780343502,1.1952773809452717,1.0,1.0927562016203043,,0.3,True,,,,,0.76626,diagonal,rank_gauss,,,,,,,,
noise,0.02284,True,0.0,0.0282095582864346,0.3220132038566563,1.0,1.0631661767419949,,0.2,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.0158658731893814,0.0389704398191997,1.310229393755438,1.0,1.0915538716499171,,0.3,True,,,,,0.89194,diagonal,rank_gauss,,,,,,,,
noise,0.00837,True,6.478846533941596e-05,0.0281569705203575,0.3227229189664077,1.0,1.0628904154996976,,0.2,,,,student_t,5.0,,,,,,,,,,,
gaussian,,,0.0131798644862312,0.0393289386184045,0.9523210205968828,1.0,1.0933572038262265,,0.3,True,,,,,0.5174,diagonal,rank_gauss,,,,,,,,
noise,0.1752,True,0.0007881470620493,0.0396747008917713,0.3241465297501798,1.0,1.0794002398110036,,0.2,,,,student_t,5.0,,,,,,,,,,,
noise,0.02149,True,0.0002784077166134,0.0281422895986886,0.3226940875659762,1.0,1.0630807711186945,,0.2,,,,student_t,5.0,,,,,,,,,,,
noise,0.01821,True,0.0,0.0281855077146187,0.3225660725865832,1.0,1.0629848348401338,,0.2,,,,student_t,3.0,,,,,,,,,,,
gaussian,,,0.0915093109642898,0.3609378404050306,0.5135449211673369,1.0,1.200165288949011,,0.2,True,,,,,0.17075,identity,gaussian,,,,,,,,
noise,0.00557,False,0.0216267666042644,0.146092091929683,0.3852122352138087,1.0,1.2216383403276443,,0.2,,,,student_t,3.0,,,,,,,,,,,
gaussian,,,0.0674127489326993,0.259065158697601,1.182346421993862,1.0,1.0651423011763703,,0.2,True,,,,,0.84055,diagonal,gaussian,,,,,,,,
noise,0.0119,False,0.1653006388678287,0.5648142554340625,0.6793596012405995,1.0,1.64423005657052,,0.2,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.1843241470052559,0.6666187784649892,1.3243934954801049,1.0,1.5357813426328266,,0.2,True,,,,,0.94279,identity,gaussian,,,,,,,,
noise,0.41461,True,0.0132748753355959,0.1221091947108064,0.3707207292126739,1.0,1.1539829618042037,,0.2,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.1487697659045183,0.4939973924331857,0.8150755271921991,1.0,1.3624252227064937,,0.2,True,,,,,0.4692,identity,gaussian,,,,,,,,
noise,0.04161,True,0.0,0.0282828712924048,0.3223530817402065,1.0,1.063641668609037,,0.2,,,,student_t,3.0,,,,,,,,,,,
noise,0.30186,False,0.3824152512360472,16.003738500504063,1.4021355500461203,1.0,26.864955110720523,,0.3,,,,student_t,3.0,,,,,,,,,,,
gaussian,,,0.0604477723578569,0.2593917359892542,0.977706424879538,1.0,1.0655180095953989,,0.2,False,,,,,0.6776,diagonal,gaussian,,,,,,,,
noise,0.06452,False,0.3753015219413679,3.944680545943567,1.3470193919540967,1.0,6.07686661461891,,0.2,,,,student_t,8.0,,,,,,,,,,,
gaussian,,,0.0102390976405404,0.0393539906427943,0.9272773694978428,1.0,1.0936169597169816,,0.3,True,,,,,0.49324,identity,rank_gauss,,,,,,,,
noise,0.07005,False,0.3746125871181897,4.119647645937346,1.3357949662324715,1.0,6.592086506147135,,0.2,,,,student_t,5.0,,,,,,,,,,,
gaussian,,,0.0076502089053648,0.0393744072907144,0.769072362724619,1.0,1.0936226182854285,,0.3,True,,,,,0.34316,diagonal,rank_gauss,,,,,,,,
noise,0.21309,True,0.0002082651094927,0.0488963567782388,0.3204938942592055,1.0,1.0879202846913187,,0.2,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.0614829101601551,0.2593480600079228,1.0000583540826822,1.0,1.0654736595762562,,0.2,True,,,,,0.69566,diagonal,gaussian,,,,,,,,
noise,0.05786,False,0.3754198280866846,3.5092821108303154,1.330868329622883,1.0,5.493602622641627,,0.2,,,,student_t,8.0,,,,,,,,,,,
gaussian,,,0.0084490893202173,0.0393733360803986,0.786606240579847,1.0,1.093718428284597,,0.3,False,,,,,0.3591,identity,rank_gauss,,,,,,,,
noise,0.28469,True,0.0029235387598129,0.0682727391086027,0.3311938795240277,1.0,1.1071459603069855,,0.3,,,,student_t,8.0,,,,,,,,,,,
gaussian,,,0.1708061646081353,0.5959233420584892,1.1149134869158486,1.0,1.4732105278091838,,0.2,False,,,,,0.74915,identity,gaussian,,,,,,,,
noise,0.1297,False,0.3814714460708659,7.515165531173409,1.3852935726936837,1.0,11.862276635369936,,0.3,,,,student_t,4.0,,,,,,,,,,,
gaussian,,,0.1813459355985783,0.5660954720708978,1.0242521726146003,1.0,1.4424519920296102,,0.2,True,,,,,0.66433,identity,gaussian,,,,,,,,
noise,0.02974,True,9.303406158767125e-05,0.0282416956164095,0.3217865176638617,1.0,1.0633702487708871,,0.2,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.006272166370641,0.0393505078433849,0.7095695591299016,1.0,1.0935308909606465,,0.3,False,,,,,0.28852,diagonal,rank_gauss,,,,,,,,
noise,0.0642,True,0.0,0.0287347913359114,0.3206244106189757,1.0,1.0651814912046658,,0.2,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.0116542915823225,0.0391988840617108,1.160644114392577,1.0,1.0927510749968503,,0.3,False,,,,,0.72939,diagonal,rank_gauss,,,,,,,,
noise,0.29316,True,0.001871047590047,0.0616019112957572,0.3354307217815809,1.0,1.1055564034439016,,0.2,,,,student_t,3.0,,,,,,,,,,,
gaussian,,,0.0083164933022343,0.0393517512799025,0.6898851564082105,1.0,1.0934642054789023,,0.3,False,,,,,0.27089,diagonal,rank_gauss,,,,,,,,
noise,0.00648,True,0.0,0.0281832545391502,0.3225328820533564,1.0,1.0628941914179997,,0.2,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.0161200145380402,0.0388073253609364,1.3866109145924976,1.0,1.0910644258565565,,0.3,False,,,,,0.97728,diagonal,rank_gauss,,,,,,,,
noise,0.09609,True,9.366177501712868e-05,0.0300544232657616,0.3224652728546238,1.0,1.0677878542646584,,0.3,,,,student_t,5.0,,,,,,,,,,,
gaussian,,,0.1934736359137403,0.6488189004767242,1.2721299351709738,1.0,1.521285540549135,,0.2,True,,,,,0.89505,identity,gaussian,,,,,,,,
noise,0.04388,False,0.360550360622967,2.596678478598217,1.2741044754557262,1.0,4.277977437417247,,0.2,,,,student_t,8.0,,,,,,,,,,,
gaussian,,,0.1377194158459704,0.4931229655734682,0.8126570779098904,1.0,1.3614143548471034,,0.2,True,,,,,0.46695,identity,gaussian,,,,,,,,
noise,0.01951,False,0.2687597254565642,1.060773558630719,0.941975382868502,1.0,2.221070944599955,,0.3,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.1513666921956222,0.532236130609624,0.9237192350884732,1.0,1.4057022757227853,,0.2,True,,,,,0.57044,identity,gaussian,,,,,,,,
noise,0.05249,False,0.3716534229150395,3.275116363065276,1.294373256837911,1.0,4.984576818313405,,0.2,,,,normal,0.0,,,,,,,,,,,
noise,0.01966,False,0.2033347462017147,0.8131280376646186,0.9325095970722896,1.0,2.185110094973383,,0.2,,,,student_t,3.0,,,,,,,,,,,
gaussian,,,0.0553654957907575,0.2597298897248081,0.7868095787103321,1.0,1.0659077307873497,,0.2,False,,,,,0.51858,diagonal,gaussian,,,,,,,,
noise,0.06495,False,0.3754428969680194,3.9728032203023615,1.347912821402257,1.0,6.114592596506919,,0.3,,,,student_t,8.0,,,,,,,,,,,
gaussian,,,0.0575873616497212,0.2597534969987496,0.7733251839051907,1.0,1.0659355085650153,,0.2,False,,,,,0.50692,diagonal,gaussian,,,,,,,,
noise,0.26074,True,0.0032983368631169,0.0607945128217355,0.326980859921633,1.0,1.1002156826652194,,0.3,,,,student_t,8.0,,,,,,,,,,,
noise,0.23299,False,0.3813304596580613,15.500281271415664,1.3866680987308235,1.0,20.81129635060414,,0.3,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.0096093932640334,0.0393201326480085,0.9577963053782406,1.0,1.0932929100732158,,0.3,False,,,,,0.52284,identity,rank_gauss,,,,,,,,
noise,0.25859,True,0.0020749672837464,0.0614741490959489,0.3250645300634363,1.0,1.0995201634746803,,0.2,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.0582565339375513,0.2589642039687321,1.2272994767755476,1.0,1.065071220534474,,0.2,False,,,,,0.87574,diagonal,gaussian,,,,,,,,
noise,0.0232,False,0.3058568152379843,1.3061211750749642,1.0278510920366055,1.0,2.515983869320184,,0.2,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.0080147809751423,0.039382144722493,0.8442839333023688,1.0,1.0940273589433187,,0.3,False,,,,,0.41325,identity,rank_gauss,,,,,,,,
noise,0.01461,False,0.20926125651175,0.7390991668973024,0.7881531977537007,1.0,1.84319236733564,,0.3,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.0055042603962202,0.0392967282543255,0.4466592992619242,1.0,1.0953549893766317,,0.3,False,,,,,0.04439,diagonal,rank_gauss,,,,,,,,
gaussian,,,0.0062643703058449,0.0392858454767177,0.4355410906368402,1.0,1.095411535721575,,0.3,False,,,,,0.03269,diagonal,rank_gauss,,,,,,,,
noise,0.04906,False,0.3715750461049475,3.0436743128825805,1.281220261999256,1.0,4.68946349221021,,0.3,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.0108540968699109,0.039262914366338,1.0556406189894538,1.0,1.0929504018726972,,0.3,False,,,,,0.62029,diagonal,rank_gauss,,,,,,,,
noise,0.14776,False,0.3813656139414841,9.723684188376792,1.379572337512988,1.0,13.312692590467137,,0.3,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.1682648590982406,0.5548378961272793,0.9903342463466248,1.0,1.430377211912879,,0.2,False,,,,,0.63264,identity,gaussian,,,,,,,,
noise,0.01992,False,0.2573640609221279,1.0605895075899234,0.9536511960409992,1.0,2.268668032241957,,0.2,,,,student_t,10.0,,,,,,,,,,,
gaussian,,,0.0147823311839377,0.03903976006389,1.2756631386431962,1.0,1.091854422089569,,0.3,True,,,,,0.85366,diagonal,rank_gauss,,,,,,,,
noise,0.01814,True,0.0002129213191113,0.0283388827560213,0.3230984610863168,1.0,1.0632142338486656,,0.3,,,,student_t,4.0,,,,,,,,,,,
gaussian,,,0.1452488595646711,0.4878458333500104,0.7981379428937124,1.0,1.355296872739188,,0.2,False,,,,,0.45344,identity,gaussian,,,,,,,,
noise,0.15948,True,0.0003188174147062,0.0380074499047018,0.3276184856630612,1.0,1.0782211395948085,,0.3,,,,student_t,10.0,,,,,,,,,,,
gaussian,,,0.1412977505988474,0.5043245460180497,0.8438918531249647,1.0,1.3743024417069376,,0.2,False,,,,,0.49603,identity,gaussian,,,,,,,,
noise,0.00611,True,0.0,0.0281758638556916,0.32267609647493,1.0,1.0628680601464595,,0.2,,,,student_t,3.0,,,,,,,,,,,
gaussian,,,0.010577733671696,0.0392009361801137,1.1541659313439956,1.0,1.092749558806037,,0.3,False,,,,,0.72267,diagonal,rank_gauss,,,,,,,,
noise,0.00646,False,0.0485518917262297,0.2376121509986451,0.426177931009106,1.0,1.2851475910765688,,0.2,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.1402074468296277,0.4823459253555736,0.7831780206667937,1.0,1.3489041790789136,,0.2,False,,,,,0.43952,identity,gaussian,,,,,,,,
noise,0.02296,True,0.0,0.0282098436469013,0.3220092954260092,1.0,1.0631692729894082,,0.2,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.0133447838518807,0.0390400930617534,1.2750041242727164,1.0,1.091858370969502,,0.3,False,,,,,0.85294,diagonal,rank_gauss,,,,,,,,
noise,0.00521,True,0.0,0.0281642834196123,0.3227269095603907,1.0,1.062873146874263,,0.2,,,,student_t,5.0,,,,,,,,,,,
gaussian,,,0.0580943479302112,0.2597695861116674,0.4113366092568952,1.0,1.064537583431799,,0.2,False,,,,,0.05765,diagonal,gaussian,,,,,,,,
noise,0.33946,False,0.3810057601683789,22.19329289857658,1.4012865717078582,1.0,30.4652620929544,,0.3,,,,student_t,10.0,,,,,,,,,,,
gaussian,,,0.0522021939333535,0.2600199217578511,0.6447891326862065,1.0,1.066204249018568,,0.2,True,,,,,0.39085,diagonal,gaussian,,,,,,,,
noise,0.01256,False,0.1629768822747829,0.5823367209929132,0.7093191236974514,1.0,1.6958477321230263,,0.2,,,,student_t,8.0,,,,,,,,,,,
gaussian,,,0.0064606837062395,0.0393546971938527,0.5588833749814862,1.0,1.0942943660009992,,0.3,True,,,,,0.15335,identity,rank_gauss,,,,,,,,
noise,0.02194,False,0.2899472031282651,1.1912292231987882,1.0015290706366455,1.0,2.4312979580971805,,0.2,,,,student_t,10.0,,,,,,,,,,,
gaussian,,,0.2063024712042385,0.6876877340939416,1.386530795985241,1.0,1.5520529639663263,,0.3,True,,,,,0.9988,identity,gaussian,,,,,,,,
noise,0.34801,False,0.3816586835782006,22.534597399102275,1.4165574973167938,1.0,31.259817287860947,,0.3,,,,student_t,8.0,,,,,,,,,,,
gaussian,,,0.0599180784240559,0.2601756588783083,0.5757801017411998,1.0,1.0663326815965768,,0.2,True,,,,,0.3224,diagonal,gaussian,,,,,,,,
noise,0.00554,True,8.930925883343654e-05,0.0281743274274648,0.3228637578033416,1.0,1.0629348395943572,,0.3,,,,student_t,10.0,,,,,,,,,,,
noise,0.00636,False,0.0426477985824815,0.2321405991370551,0.421841846905297,1.0,1.2793674056557585,,0.2,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.1747973012689853,0.5722238194271366,1.0427933777028733,1.0,1.4489237243360735,,0.2,True,,,,,0.68168,identity,gaussian,,,,,,,,
noise,0.42537,True,0.0087307716842639,0.1270315473148634,0.3756390645502789,1.0,1.1584830080277344,,0.2,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.0617557769719037,0.2597546386642705,0.4083047597784783,1.0,1.0645752058709663,,0.3,True,,,,,0.02895,diagonal,gaussian,,,,,,,,
noise,0.04626,True,0.0,0.0283840413400352,0.3212316269241941,1.0,1.064074016051883,,0.2,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.0592993044787053,0.2596943950374683,0.8122729806892434,1.0,1.065857687778576,,0.2,True,,,,,0.5404,diagonal,gaussian,,,,,,,,
noise,0.27166,True,0.0014359975279784,0.0622714988798503,0.33503750497489,1.0,1.102216731302423,,0.2,,,,student_t,5.0,,,,,,,,,,,
gaussian,,,0.0097114601024373,0.0393487525359648,0.7139747878376039,1.0,1.0935421957853892,,0.3,True,,,,,0.29258,identity,rank_gauss,,,,,,,,
noise,0.34552,True,0.0053020801611439,0.0924088337452654,0.3444121284296971,1.0,1.127248563161405,,0.2,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.1204208101837057,0.4458842004629148,0.6877924183844909,1.0,1.3056874008592396,,0.2,False,,,,,0.35049,identity,gaussian,,,,,,,,
noise,0.09418,False,0.3806169251570839,6.094662379689312,1.3612871134155888,1.0,8.611990166341622,,0.2,,,,normal,0.0,,,,,,,,,,,
noise,0.12601,False,0.3829450074419839,8.250208745830816,1.374936151557807,1.0,11.402279362440712,,0.3,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.0621303817466797,0.2597164807994933,0.796476963208076,1.0,1.065887951821401,,0.2,True,,,,,0.52689,diagonal,gaussian,,,,,,,,
noise,0.03709,False,0.3153222205739684,1.730131708313588,1.21138352917211,1.0,3.611735982807368,,0.2,,,,student_t,3.0,,,,,,,,,,,
gaussian,,,0.0724727348771531,0.2592832154287439,1.1942309720579856,1.0,1.064680066988004,,0.3,False,,,,,0.83062,diagonal,gaussian,,,,,,,,
noise,0.13315,False,0.3813063142509759,7.722518439205627,1.3862151360442654,1.0,12.16977347083265,,0.2,,,,student_t,4.0,,,,,,,,,,,
gaussian,,,0.005701378343068,0.0392963110596196,0.4455763201816479,1.0,1.0953623262049708,,0.3,True,,,,,0.04324,identity,rank_gauss,,,,,,,,
noise,0.0099,True,0.0,0.0281804075019002,0.322426545409919,1.0,1.0629263999535703,,0.2,,,,normal,0.0,,,,,,,,,,,
noise,0.02922,False,0.2769416988222971,1.3125263395110394,1.1235040772324276,1.0,2.954578537151796,,0.2,,,,student_t,3.0,,,,,,,,,,,
noise,0.0534,False,0.3499876602281865,2.6025572375788046,1.303600047524539,1.0,5.005444291147676,,0.2,,,,student_t,3.0,,,,,,,,,,,
gaussian,,,0.0119104674894841,0.0391973713364564,1.1472017247096646,1.0,1.092729527131254,,0.3,False,,,,,0.71538,diagonal,rank_gauss,,,,,,,,
noise,0.29812,False,0.3823422611984872,17.644037602682168,1.3998537250511434,1.0,26.90617055294709,,0.3,,,,student_t,4.0,,,,,,,,,,,
gaussian,,,0.0575784184920704,0.2603895659994241,0.4381482096390509,1.0,1.0665659382941326,,0.2,True,,,,,0.13998,diagonal,gaussian,,,,,,,,
noise,0.0054,True,0.0,0.028174467220118,0.3228604285464931,1.0,1.062932755659419,,0.2,,,,student_t,10.0,,,,,,,,,,,
gaussian,,,0.0713675899360714,0.2591811408948614,1.3637220705507485,1.0,1.0648110990432618,,0.2,True,,,,,0.96177,diagonal,gaussian,,,,,,,,
noise,0.06591,False,0.3746030094562615,4.03558934229097,1.3498457991879227,1.0,6.198843784848606,,0.3,,,,student_t,8.0,,,,,,,,,,,
gaussian,,,0.1518924422549609,0.5141837309844028,0.8718437074830967,1.0,1.385537243330504,,0.2,True,,,,,0.52207,identity,gaussian,,,,,,,,
noise,0.00702,False,0.0321829485051385,0.2037015290304383,0.4409302048918973,1.0,1.2987725655648867,,0.2,,,,student_t,3.0,,,,,,,,,,,
noise,0.01027,True,0.0,0.0281677263048923,0.3229753177285419,1.0,1.0630179725027475,,0.2,,,,student_t,10.0,,,,,,,,,,,
noise,0.26366,True,0.0027829533786501,0.0616732469015232,0.3274375036160739,1.0,1.101031723536542,,0.3,,,,student_t,8.0,,,,,,,,,,,
gaussian,,,0.061737668234544,0.2593189148570467,1.0197576072450223,1.0,1.0654350211895314,,0.2,False,,,,,0.71151,diagonal,gaussian,,,,,,,,
noise,0.15174,True,0.0005166347316987,0.0361100617586696,0.3186877788245835,1.0,1.0756642806365984,,0.3,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.0108084234313957,0.0392151753601168,1.1242845569472806,1.0,1.092733030456876,,0.3,True,,,,,0.69124,identity,rank_gauss,,,,,,,,
noise,0.24493,True,0.0009778489388065,0.0562298531446109,0.3247757200117141,1.0,1.0959389462201048,,0.2,,,,student_t,8.0,,,,,,,,,,,
noise,0.07505,True,0.0,0.0290822481077832,0.3202654204948997,1.0,1.0660242612964157,,0.2,,,,normal,0.0,,,,,,,,,,,
noise,0.37231,True,0.003668413870925,0.094957289040423,0.3703868549461018,1.0,1.138419342002967,,0.2,,,,student_t,4.0,,,,,,,,,,,
gaussian,,,0.0116022671627461,0.0393439785778522,0.6111849124327131,1.0,1.0936480868857168,,0.3,True,,,,,0.20094,identity,rank_gauss,,,,,,,,
noise,0.25134,False,0.3822772784340342,14.830024340479492,1.3984257111210652,1.0,22.72410986228497,,0.3,,,,student_t,4.0,,,,,,,,,,,
gaussian,,,0.1846350790655761,0.5983926895668306,1.122425003243791,1.0,1.475660248387766,,0.2,True,,,,,0.75617,identity,gaussian,,,,,,,,
noise,0.01918,True,0.0,0.0281458548541816,0.322700502876102,1.0,1.063033385883363,,0.3,,,,student_t,5.0,,,,,,,,,,,
gaussian,,,0.0580825200854255,0.2592407074273578,1.0761749103122458,1.0,1.0653281688453369,,0.2,True,,,,,0.75663,diagonal,gaussian,,,,,,,,
noise,0.26604,True,0.0017696598827732,0.054995115932457,0.3307557377233303,1.0,1.0981966812428514,,0.3,,,,student_t,3.0,,,,,,,,,,,
noise,0.01439,True,0.0,0.0281646742702098,0.3230710752028031,1.0,1.063110524377955,,0.3,,,,student_t,10.0,,,,,,,,,,,
noise,0.00929,True,0.0,0.0281558862982411,0.3227215307562077,1.0,1.062897528562495,,0.3,,,,student_t,5.0,,,,,,,,,,,
gaussian,,,0.0668359176179586,0.2591987469711789,1.3171142586721605,1.0,1.0647681035194174,,0.3,False,,,,,0.92584,diagonal,gaussian,,,,,,,,
noise,0.21418,False,0.3808173656930187,12.594789431147268,1.396635587046348,1.0,19.403198688962775,,0.3,,,,student_t,4.0,,,,,,,,,,,
gaussian,,,0.0622853422408048,0.2592832732735755,1.0424291371333303,1.0,1.0653907324965546,,0.3,False,,,,,0.72969,diagonal,gaussian,,,,,,,,
noise,0.09942,True,0.0002306346061683,0.0299109496400691,0.3218437151124848,1.0,1.067754710955397,,0.3,,,,student_t,3.0,,,,,,,,,,,
gaussian,,,0.1737480710641057,0.5792330915392674,1.0641335113830852,1.0,1.4562576436329098,,0.3,False,,,,,0.70166,identity,gaussian,,,,,,,,
noise,0.11412,False,0.3796093443583271,7.444938052088261,1.3711887996133256,1.0,10.359000458856196,,0.2,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.0130050839050855,0.0391344691946971,1.220265307742726,1.0,1.0924769454185497,,0.3,True,,,,,0.79329,identity,rank_gauss,,,,,,,,
noise,0.09365,True,0.0,0.0299083947919885,0.3224624896609218,1.0,1.067536827393819,,0.2,,,,student_t,5.0,,,,,,,,,,,
gaussian,,,0.1778660708326765,0.6121543967019707,1.1642470595102632,1.0,1.4890172262900965,,0.2,False,,,,,0.7952,identity,gaussian,,,,,,,,
noise,0.09316,True,0.0,0.0299319033392369,0.3197033148729648,1.0,1.067720379802548,,0.2,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.0105279170945196,0.0393499895922335,0.914364815474874,1.0,1.0936600756401194,,0.3,True,,,,,0.48084,identity,rank_gauss,,,,,,,,
noise,0.02342,True,0.0,0.0281706151845887,0.3232767498138026,1.0,1.063378938090044,,0.2,,,,student_t,10.0,,,,,,,,,,,
gaussian,,,0.1514290478580187,0.5189400777112236,0.8854249851714832,1.0,1.3909015316573554,,0.2,False,,,,,0.53473,identity,gaussian,,,,,,,,
noise,0.08278,False,0.3774566305928057,5.139815006546911,1.3743041903115307,1.0,7.684033384939546,,0.2,,,,student_t,8.0,,,,,,,,,,,
gaussian,,,0.1711977729818372,0.5625294242559545,1.013478132159738,1.0,1.4386498650269783,,0.2,True,,,,,0.65426,identity,gaussian,,,,,,,,
noise,0.25407,True,0.0011433329174886,0.0576577542507493,0.3375553335349965,1.0,1.0999175234538463,,0.2,,,,student_t,4.0,,,,,,,,,,,
gaussian,,,0.0566655072626784,0.2602555995208875,0.5377530009150709,1.0,1.0663891658845794,,0.2,False,,,,,0.28123,diagonal,gaussian,,,,,,,,
noise,0.01435,True,7.556503595529396e-05,0.0281885685360614,0.3222863006820591,1.0,1.0629878173605731,,0.2,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.0555404592274237,0.2604160084940196,0.424471317282501,1.0,1.0665935961940174,,0.2,False,,,,,0.10744,diagonal,gaussian,,,,,,,,
noise,0.02711,True,0.0003915996449502,0.0281427763702785,0.3226763778535794,1.0,1.063220800319017,,0.2,,,,student_t,5.0,,,,,,,,,,,
noise,0.02927,True,0.0,0.0281856080696306,0.3224712941804206,1.0,1.06322193018736,,0.2,,,,student_t,3.0,,,,,,,,,,,
gaussian,,,0.0569910752328637,0.2601666081711838,0.5800701884088005,1.0,1.0663257691428842,,0.2,True,,,,,0.32686,diagonal,gaussian,,,,,,,,
noise,0.01733,True,0.0,0.0281251612077949,0.3222053703485619,1.0,1.0630613814936838,,0.2,,,,student_t,8.0,,,,,,,,,,,
gaussian,,,0.01169451568682,0.039124073407453,1.236140543763164,1.0,1.0923892169836835,,0.3,True,,,,,0.81055,diagonal,rank_gauss,,,,,,,,
noise,0.0875,True,0.0,0.0296272832223075,0.3198722570641075,1.0,1.0671514722506896,,0.2,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.1884636773197072,0.6258438310029095,1.2048276692969229,1.0,1.5015247862906156,,0.2,False,,,,,0.83294,identity,gaussian,,,,,,,,
noise,0.28297,True,0.0015818263825632,0.0692742098556347,0.328983641420292,1.0,1.106582910181429,,0.2,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.0591937883693868,0.2599291505438202,0.6830401633443912,1.0,1.066128969213432,,0.2,True,,,,,0.42655,diagonal,gaussian,,,,,,,,
noise,0.15934,True,0.0003956765381466,0.0373882981609207,0.3187078290994043,1.0,1.07696638353437,,0.2,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.0631812204385239,0.2596945307158887,0.8121791262295734,1.0,1.0658578641791343,,0.2,True,,,,,0.54032,diagonal,gaussian,,,,,,,,
noise,0.01576,True,0.0,0.0281916957656712,0.3222414336357773,1.0,1.0630118798365455,,0.2,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.0666091216229898,0.2592963714319877,1.033489044396756,1.0,1.0654073943640583,,0.2,False,,,,,0.72253,diagonal,gaussian,,,,,,,,
noise,0.1814,True,0.0,0.038367741337661,0.3230115759602039,1.0,1.0794340378227123,,0.2,,,,student_t,3.0,,,,,,,,,,,
gaussian,,,0.0081388775062399,0.0393818986016104,0.8523516432830835,1.0,1.0940119803820834,,0.3,False,,,,,0.42095,diagonal,rank_gauss,,,,,,,,
noise,0.01594,False,0.2264748005420096,0.8257831394429658,0.8350854395904734,1.0,1.9438083662499368,,0.2,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.0507483775414886,0.261605198944286,0.4092591679433018,1.0,1.0677814435641229,,0.2,False,,,,,0.00317,identity,gaussian,,,,,,,,
noise,0.02743,True,0.0,0.028180154201469,0.3233664716660122,1.0,1.0635269916035028,,0.2,,,,student_t,10.0,,,,,,,,,,,
gaussian,,,0.0606843510663788,0.2603813869342553,0.465201226553575,1.0,1.0665214076465337,,0.2,False,,,,,0.18764,diagonal,gaussian,,,,,,,,
noise,0.16103,True,0.0001297450242945,0.0372999250818924,0.3235250091966943,1.0,1.0768300778286837,,0.3,,,,student_t,5.0,,,,,,,,,,,
noise,0.02012,False,0.2453637955792511,1.0050428800114193,0.960033219359519,1.0,2.279365074187351,,0.2,,,,student_t,5.0,,,,,,,,,,,
gaussian,,,0.1324408048487529,0.4698160729753717,0.7496432458663135,1.0,1.3342212447667348,,0.2,False,,,,,0.4083,identity,gaussian,,,,,,,,
noise,0.05794,True,0.0,0.0290001517994078,0.3238189179100335,1.0,1.0652559472793088,,0.2,,,,student_t,4.0,,,,,,,,,,,
gaussian,,,0.010049745889861,0.0392734415030638,1.0454751210120945,1.0,1.0930353530503136,,0.3,False,,,,,0.60988,identity,rank_gauss,,,,,,,,
noise,0.17608,False,0.3803704893409985,10.785035988087792,1.3838826224866458,1.0,16.0629604938925,,0.3,,,,student_t,5.0,,,,,,,,,,,
gaussian,,,0.0116763305067904,0.0391417604344985,1.2160641501719176,1.0,1.092515799446223,,0.3,False,,,,,0.78872,identity,rank_gauss,,,,,,,,
noise,0.23593,False,0.3821171627037518,13.903072788256228,1.3977837607841153,1.0,21.3467919610552,,0.3,,,,student_t,4.0,,,,,,,,,,,
gaussian,,,0.0111452140593933,0.0391264801420584,1.228055906247412,1.0,1.0924340243939628,,0.3,True,,,,,0.80175,identity,rank_gauss,,,,,,,,
noise,0.0255,True,0.0001465653745702,0.0282182625379969,0.321926274500157,1.0,1.0632385711123238,,0.2,,,,normal,0.0,,,,,,,,,,,
gaussian,,,0.0111011897887729,0.0393584977510218,0.8958741802175535,1.0,1.093761669774738,,0.3,True,,,,,0.46291,diagonal,rank_gauss,,,,,,,,
