synth_years,gan,gaussian,noise,rbig
0.0,0.0117863900959491,0.0117863900959491,0.0117863900959491,0.0117863900959491
6.0,0.0117563838139176,0.0117584839463233,0.0117560941725969,0.0117587381973862
12.0,0.0117545239627361,0.0117547791451215,0.0117541681975126,0.0117542818188667
18.0,0.0117687070742249,0.0117690162733197,0.0117690553888678,0.0117691718041896
24.0,0.0117800757288932,0.0117763318121433,0.0117770414799451,0.0117780743166804
