family,sigma,relative,noise_dist,df,mmd_mean,wasserstein_mean_mean,frobenius_corr_mean,frac_valida_mean,std_ratio_mean_mean,mmd_std,seconds,shrinkage,shrinkage_alpha,shrinkage_target,marginal,n_iters,grid_size,rotation
rbig,,,,,2.7982450269858905e-05,0.035459318561000326,0.17867028667248458,1.0,0.8451205630236103,3.9573160680065135e-05,6.3,,,,,25.0,100.0,pca
noise,0.0847,True,normal,0.0,1.8579657312112197e-05,0.022559312652307532,0.33109329444021623,1.0,1.0330913971515097,2.6275603355033515e-05,0.3,,,,,,,
gaussian,,,,,0.11102290056974978,0.393846401999597,0.5911724355064683,1.0,1.2008198279259772,0.0016580791510471557,0.3,True,0.34572,identity,gaussian,,,
rbig,,,,,0.0,0.030948563591910713,0.1710908462535331,1.0,0.881061209602315,0.0,10.2,,,,,40.0,200.0,pca
noise,0.03229,False,normal,0.0,0.34410260697136774,1.749799978687863,1.0946225621090209,1.0,3.030463800399573,0.00010597733182530067,0.3,,,,,,,
gaussian,,,,,0.00806692395419295,0.018806434714373856,0.9074803152365003,1.0,0.9889099891430051,0.00048716678521302175,0.6,True,0.55182,identity,rank_gauss,,,
rbig,,,,,0.0,0.02629187535717139,0.18312796087310984,1.0,0.9051626720165108,0.0,10.6,,,,,40.0,800.0,random
noise,0.0078,False,student_t,10.0,0.06253605444712332,0.2712033790783678,0.40446744940583357,1.0,1.2966865318754284,0.005258075843054912,0.3,,,,,,,
gaussian,,,,,0.05565398808022343,0.22861092342071423,1.1908487838042277,1.0,0.9878216052875577,0.0017818935905306987,0.3,False,0.88153,diagonal,gaussian,,,
noise,0.00874,True,student_t,3.0,4.1849351195832885e-05,0.0211045401843356,0.3321560617606296,1.0,1.0295840287072613,5.918392003766157e-05,0.3,,,,,,,
gaussian,,,,,0.007936964449265949,0.018561823226736364,0.9373364178280728,1.0,0.986758602530932,0.001004496047064707,0.6,False,0.57067,diagonal,rank_gauss,,,
rbig,,,,,0.00023787152097870523,0.03950563503549692,0.19690888265778644,1.0,0.8526880975488422,0.0003364011310704011,9.6,,,,,40.0,100.0,random
noise,0.0809,True,student_t,3.0,0.00010119584457496389,0.02210671460748026,0.3308851836054246,1.0,1.0326854279516393,0.00014311253585371373,0.3,,,,,,,
gaussian,,,,,0.0076593753361871575,0.01857415653764963,1.0441389809209278,1.0,0.9871675692080149,0.0016527000836818702,0.6,True,0.67403,identity,rank_gauss,,,
rbig,,,,,0.0002568051416214079,0.01849595012808924,0.14425163199830082,1.0,0.9263419958832855,0.0003631773141681384,16.4,,,,,60.0,1500.0,pca
noise,0.15516,False,normal,0.0,0.3840774696362651,9.461070027136039,1.3377371718763678,1.0,12.902396781010653,0.00024858356486663337,0.3,,,,,,,
gaussian,,,,,0.007975373280090292,0.018935579496690298,1.0785267505881213,1.0,0.9902810306242489,0.00026372435305009736,0.6,True,0.72481,identity,rank_gauss,,,
rbig,,,,,0.0,0.022517593829440963,0.14425676753575625,1.0,0.9180804447195914,0.0,26.6,,,,,100.0,800.0,pca
noise,0.38681,True,normal,0.0,0.006597951604767227,0.09363340021696745,0.3551406833170812,1.0,1.1002260631706704,0.001664908605447115,0.3,,,,,,,
gaussian,,,,,0.045311200318711664,0.22809381756532893,0.1861374102780261,1.0,0.9874555212582219,0.0049201804754658626,0.3,False,,identity,gaussian,,,
rbig,,,,,3.8700257666279825e-06,0.022750462056734425,0.18531767128602636,1.0,0.9170422063911285,5.473042925898627e-06,21.8,,,,,80.0,1500.0,pca
noise,0.00578,True,normal,0.0,4.090823565122692e-05,0.0211113894863878,0.33220982433761836,1.0,1.0295600011925534,5.785298167071967e-05,0.3,,,,,,,
gaussian,,,,,0.1431869900344795,0.4671722946683674,0.8487820384097013,1.0,1.2839832579581505,0.0005906631115324457,0.3,False,0.55167,identity,gaussian,,,
rbig,,,,,0.00021309915977235638,0.042301513617871246,0.1960614745033596,1.0,0.8705180302132989,0.0003013677218803775,14.8,,,,,60.0,100.0,random
noise,0.07854,False,normal,0.0,0.3800531453249594,4.644264992189315,1.2989777362184771,1.0,6.69861178757523,0.0014718960247954113,0.3,,,,,,,
gaussian,,,,,0.006183180911805863,0.01953408559476362,0.3130267079676121,1.0,0.9889514315915477,0.003053891098343227,0.6,False,0.02584,diagonal,rank_gauss,,,
rbig,,,,,0.0007593577065945767,0.05537981166082112,0.21403252880313273,1.0,1.0301229805013863,0.00030449417513524695,1.6,,,,,5.0,600.0,pca
noise,0.05015,False,student_t,8.0,0.3696656523690972,2.7468199488311345,1.2296627601320567,1.0,4.441086798926127,0.0013444847597550793,0.3,,,,,,,
gaussian,,,,,0.010731298717281235,0.018926288350361607,1.2388436019494398,1.0,0.9912086753512155,0.0007175045545543905,0.6,True,0.88472,identity,rank_gauss,,,
rbig,,,,,0.00012972561911828162,0.02665123679354666,0.15393961878364243,1.0,0.9088685460668476,0.00012041464711321143,26.8,,,,,100.0,600.0,random
noise,0.02112,False,student_t,4.0,0.23993373121057487,0.9244749421304106,0.8827918690573631,1.0,2.186736637848722,0.010278393735066485,0.3,,,,,,,
gaussian,,,,,0.06008635448124128,0.22859517987498387,1.2126857780148137,1.0,0.9878058300088192,0.0023497660195205363,0.3,False,0.89845,diagonal,gaussian,,,
rbig,,,,,0.0,0.02859560439612182,0.19033633998045643,1.0,0.9473024465197659,0.0,4.4,,,,,15.0,800.0,pca
noise,0.0762,False,student_t,4.0,0.37632395391791185,3.9695134655352877,1.2918030636009252,1.0,6.557362270598363,0.0004965674284964285,0.3,,,,,,,
gaussian,,,,,0.003922803427602595,0.019526428246263123,0.2867382761652558,1.0,0.9890491432173929,0.001061543236169457,0.6,False,,diagonal,rank_gauss,,,
rbig,,,,,0.0008283879011041217,0.05380092111471713,0.2084816424433537,1.0,0.9871543644464476,0.0003859053380554206,1.7,,,,,5.0,400.0,pca
noise,0.13384,False,normal,0.0,0.38386463459280173,8.119956247655187,1.333286744644627,1.0,11.171717726064056,0.0011085617504146069,0.3,,,,,,,
gaussian,,,,,0.05175322820824563,0.22867586822343816,1.0973598984382806,1.0,0.9878909519215548,0.00010875979925184019,0.3,True,0.80904,diagonal,gaussian,,,
rbig,,,,,0.00015835384190937551,0.02433386565094031,0.16579410847734286,1.0,0.9145121868206931,0.00022394615088212387,16.8,,,,,60.0,1000.0,random
noise,0.01521,False,student_t,10.0,0.19442395833913498,0.6804547202975231,0.7078853561702838,1.0,1.7687370480075417,0.0019083282312919666,0.3,,,,,,,
gaussian,,,,,0.052585743133466145,0.22834048416355968,0.5082300022517425,1.0,0.9876152124901016,0.0053770608224808555,0.3,True,0.34094,diagonal,gaussian,,,
rbig,,,,,0.0008703528133561789,0.05606001354100757,0.22225705254319472,1.0,1.0559078492304406,0.0006199966788266815,1.7,,,,,5.0,800.0,pca
noise,0.21154,True,normal,0.0,0.0007696069688791218,0.0386036238177896,0.32996097051213547,1.0,1.0513706372678895,0.0005082939347414126,0.3,,,,,,,
gaussian,,,,,0.011767788943663149,0.018923346384607638,1.0905883017661244,1.0,0.9901779944472267,0.003174392756086277,0.6,False,0.73602,diagonal,rank_gauss,,,
rbig,,,,,0.001962370479978548,0.08831027365507566,0.6892931766526129,1.0,1.147870517257219,0.0011102279704540876,1.6,,,,,5.0,1000.0,random
noise,0.09789,True,normal,0.0,0.00016093385848342523,0.023220447613073375,0.3307984786834265,1.0,1.0342751608151608,0.00022759484531229235,0.3,,,,,,,
gaussian,,,,,0.010479270898413329,0.018957556833681256,1.0448333336997262,1.0,0.9903464626422425,0.0008688603848010478,0.6,False,0.69251,diagonal,rank_gauss,,,
rbig,,,,,0.00029519066847311093,0.021989088544877924,0.1633350658488995,1.0,0.9159569304705418,0.0004174626468406535,22.4,,,,,80.0,1000.0,random
noise,0.10469,True,student_t,5.0,0.00029456958749585205,0.02386610077359129,0.33072721162691165,1.0,1.0351367153239006,0.00011301670364350263,0.3,,,,,,,
gaussian,,,,,0.013023854454932038,0.018899390402096282,1.1675485041727947,1.0,0.9908102205162779,0.0019175748719147448,0.6,True,0.81179,identity,rank_gauss,,,
rbig,,,,,0.0007167830022057897,0.0486678206324427,0.29385379716395443,1.0,0.8338442615692371,0.000525142702562909,4.2,,,,,15.0,100.0,random
noise,0.20743,True,normal,0.0,7.256729159588193e-05,0.03773163177699254,0.3298634134711017,1.0,1.0505413351827175,2.462387256669967e-05,0.3,,,,,,,
gaussian,,,,,0.05227354574715937,0.22861205874131968,0.7568151100434672,1.0,0.987681314194593,0.0053869994145266005,0.3,False,0.53647,diagonal,gaussian,,,
noise,0.09674,True,student_t,8.0,0.00022998300801696514,0.023259117356431883,0.3295632172675088,1.0,1.03432178167612,1.6414011506683528e-05,0.3,,,,,,,
gaussian,,,,,0.04445245045766799,0.22867577496463548,0.8036941083251441,1.0,0.9876973546882595,0.00422107051105028,0.3,False,0.57284,diagonal,gaussian,,,
rbig,,,,,0.00010454083035438266,0.01905711950312484,0.1500695012486556,1.0,0.921147869015043,0.0001478430601089129,17.3,,,,,60.0,1000.0,pca
noise,0.02454,False,student_t,4.0,0.26671308976567,1.1094116312671194,0.9599809748702137,1.0,2.4413143494891028,0.0052765704492140795,0.3,,,,,,,
gaussian,,,,,0.045567304220718974,0.22936630329774738,0.18624484566368207,1.0,0.9894509690810716,0.0010515202291125547,0.3,True,,diagonal,gaussian,,,
rbig,,,,,0.0004365776437967317,0.03405576056625973,0.1883804607353191,1.0,0.8928342170092869,0.0005501517611134315,22.2,,,,,80.0,200.0,pca
noise,0.04164,True,student_t,8.0,0.00016355168052312186,0.02137462574422883,0.3313627477668727,1.0,1.0304765342067457,0.0002312970047447105,0.3,,,,,,,
gaussian,,,,,0.13735898348565279,0.45159896873096217,0.795173989503233,1.0,1.2668468286239216,0.005768263557252029,0.3,True,0.50653,identity,gaussian,,,
rbig,,,,,0.00016201389965553314,0.03796071146219997,0.16785995634612944,1.0,0.898177835907944,0.0002291222541858087,26.4,,,,,100.0,200.0,random
noise,0.06403,True,normal,0.0,0.0,0.02181043269033208,0.33152101972604386,1.0,1.0315769465062505,0.0,0.3,,,,,,,
gaussian,,,,,0.012461429208620034,0.018966289540317,1.281268435697323,1.0,0.9914505390266171,0.0005843007426233032,0.6,True,0.92913,diagonal,rank_gauss,,,
rbig,,,,,0.00011953225906602416,0.028112646935428413,0.17053023070098544,1.0,0.8896598127924461,0.00016904414191226571,11.3,,,,,40.0,300.0,pca
noise,0.36441,False,normal,0.0,0.38341588568725016,22.631645092980875,1.3473881758445856,1.0,29.928953853438784,0.00040202433592088883,0.3,,,,,,,
gaussian,,,,,0.005840526424418568,0.019177021105828813,0.42101017099717347,1.0,0.9877390384711322,0.001519443424040589,0.6,True,0.11089,identity,rank_gauss,,,
rbig,,,,,0.00024729945609808235,0.04240891853691468,0.16420113369326128,1.0,0.8724382718071346,0.0003497342447813979,16.2,,,,,60.0,100.0,pca
noise,0.17551,True,normal,0.0,0.000341529350059544,0.03179927429609253,0.3295614610096109,1.0,1.0446314910830914,0.0004829954388026755,0.3,,,,,,,
gaussian,,,,,0.010315504958621435,0.018865538737537872,0.8279236892047925,1.0,0.98857888299002,0.002937870137006222,0.6,False,0.47583,diagonal,rank_gauss,,,
rbig,,,,,0.0,0.025775274429153946,0.15499650641600327,1.0,0.9124216668232341,0.0,28.8,,,,,100.0,1000.0,random
noise,0.06164,True,student_t,5.0,0.0001696153362333308,0.021802048345340018,0.33166810892321347,1.0,1.0315425352600163,0.00023987230888764907,0.3,,,,,,,
gaussian,,,,,0.051238198470012986,0.2288197335847082,1.0020791562979237,1.0,0.9877875481442033,0.0039708621265817905,0.3,True,0.7259,diagonal,gaussian,,,
rbig,,,,,0.00015487338082498248,0.04029343810965744,0.1750472077118491,1.0,0.8394560248572528,0.00021902403561326346,4.6,,,,,15.0,100.0,pca
noise,0.00932,False,student_t,10.0,0.08769947673012282,0.3504504323454739,0.4667765751020757,1.0,1.3850464709996175,0.003713583954337755,0.3,,,,,,,
gaussian,,,,,0.05110856396590285,0.22870903137696333,1.0261295338831795,1.0,0.98793283264903,0.005144199555135565,0.4,False,0.75373,diagonal,gaussian,,,
rbig,,,,,0.002352431841360303,0.0900342787542812,0.6923114502840204,1.0,1.1779499802979112,0.0012550200081051634,1.8,,,,,5.0,1500.0,random
noise,0.02075,False,normal,0.0,0.2802058641513297,1.037312572322769,0.8917753450552068,1.0,2.1634610874093054,0.008989580820602585,0.3,,,,,,,
gaussian,,,,,0.013083773415782651,0.018887489365938127,1.155313299469926,1.0,0.990650501858862,0.0008662047012671926,0.7,True,0.79966,identity,rank_gauss,,,
rbig,,,,,0.00029317264907596785,0.020187481977995504,0.19206433167080328,1.0,0.9399917158816797,0.0003494848954060661,7.8,,,,,25.0,1500.0,pca
noise,0.00578,False,student_t,4.0,0.022595165141908125,0.1564476871368247,0.338867552160989,1.0,1.1891517598630368,0.0028511959993993935,0.3,,,,,,,
gaussian,,,,,0.010051391237084095,0.018942951129947056,1.0742881852465542,1.0,0.9902679662472762,0.0006974187457333784,0.6,True,0.72079,diagonal,rank_gauss,,,
