family,dropout,l2,learning_rate,batch_size,hidden_units,best_val_mean,final_val_mean,overfit_ratio_mean,gap_ratio_mean,epochs_run_mean,n_params_mean,best_val_std_folds,best_val_worst_fold,n_folds_ok,seconds,conv_filters,dense_units,global_pool,kernel_size,lstm_units,recurrent_dropout
dense,0.4,1e-05,5e-05,32,16x8,0.013505469541996717,0.01363616157323122,1.0102934356761077,0.9418914421336042,79.25,48377.0,0.002663801513582456,0.017487257719039917,4,65.6,,,,,,
cnn,0.6,0.0,0.0001,16,,0.012927752686664462,0.01304007088765502,1.0095234986275243,0.912151450213655,58.0,16809.0,0.0026678353974450997,0.01692310906946659,4,65.0,64,8.0,True,5.0,,
rnn,0.6,0.0001,0.0005,16,,0.013036893215030432,0.013039251556620002,1.0001930011462132,0.9426967770804916,245.5,16449.0,0.002610494870376768,0.01691998727619648,4,303.5,,100.0,,,32,0.0
dense,0.3,0.001,0.0001,128,32,0.028497004881501198,0.02854579221457243,1.00150873884812,1.1257902551090724,400.0,96857.0,0.005074841593962838,0.033035557717084885,4,194.6,,,,,,
cnn,0.5,0.01,5e-05,64,,0.32589176297187805,0.32589176297187805,1.0,0.9954588363895418,400.0,7561.0,0.07750821109997419,0.38965508341789246,4,213.3,16x32,16.0,True,5.0,,
rnn,0.4,1e-05,0.001,16,,0.013038781238719821,0.013041878817602992,1.0002332967139347,0.9418358496273009,171.75,30185.0,0.0026065048484572063,0.016917463392019272,4,491.8,,8.0,,,64,0.1
dense,0.6,0.1,3e-05,32,8,0.6469780802726746,0.6469780802726746,1.0,0.997459439717568,400.0,24233.0,0.13123775725664458,0.7856739163398743,4,209.9,,,,,,
cnn,0.3,0.0,0.0003,64,,0.012934990925714374,0.013617799384519458,1.0575728841680565,0.9120017702874883,43.5,7561.0,0.002649220920595716,0.016900375485420227,4,53.1,16x32,16.0,True,5.0,,
rnn,0.2,0.0001,0.001,32,,0.01337761478498578,0.013441839255392551,1.0047331452177826,0.9516812010844258,172.75,30905.0,0.0025531757327128604,0.016916969791054726,4,334.2,,16.0,,,64,0.3
dense,0.6,0.0,0.001,128,8,0.0129296004306525,0.015451397048309445,1.213892296856536,0.8937914535084772,50.5,24233.0,0.0026760538189971915,0.01693687029182911,4,52.2,,,,,,
cnn,0.6,0.0,0.0003,32,,0.012990268180146813,0.013234769692644477,1.0202201129061268,0.9350445143994555,71.5,69177.0,0.0026296762998185294,0.016908660531044006,4,74.1,32x64,64.0,False,5.0,,
