family,dropout,l2,learning_rate,batch_size,hidden_units,best_val_mean,final_val_mean,overfit_ratio_mean,gap_ratio_mean,epochs_run_mean,n_params_mean,best_val_std_folds,best_val_worst_fold,n_folds_ok,seconds,conv_filters,dense_units,global_pool,kernel_size,lstm_units,recurrent_dropout
dense,0.6,1e-05,5e-05,32,128x64,0.0164590859785676,0.016517666168510914,1.0033138483921338,1.0269049027972148,189.25,394009.0,0.002808982253935368,0.02061932161450386,4,108.2,,,,,,
cnn,0.6,0.01,0.0005,128,,0.03022337844595313,0.03022337844595313,1.0,0.9628265077133927,400.0,27097.0,0.02676562420448679,0.06986979395151138,4,181.3,32x64,16.0,True,7.0,,
rnn,0.2,0.0,0.001,16,,0.01286045741289854,0.012967267306521535,1.0074429025241782,0.9450821032979071,102.75,35225.0,0.002496452137071359,0.016584094613790512,4,124.0,,64.0,,,64,0.0
dense,0.5,0.0001,0.0005,64,64,0.014414214063435793,0.014642167836427689,1.017269447611362,1.327715399706313,209.5,193689.0,0.0029551171118717204,0.01883528381586075,4,94.7,,,,,,
cnn,0.4,0.001,0.0001,128,,0.04296194529160857,0.04296194529160857,1.0,0.9769342813673016,400.0,20297.0,0.017028810711394823,0.06578339636325836,4,180.8,16,32.0,False,7.0,,
rnn,0.5,1e-05,5e-05,64,,0.013582876650616527,0.013613896444439888,1.0024482912882442,0.9306135555557096,311.0,5385.0,0.0026645690133313303,0.01755545660853386,4,360.9,,8.0,,,16x8,0.3
dense,0.1,0.1,5e-05,32,8,0.52503702044487,0.52503702044487,1.0,0.9961350702671192,400.0,24233.0,0.2097422578854175,0.7874094843864441,4,169.3,,,,,,
cnn,0.5,0.0,3e-05,32,,0.013041989877820015,0.013044968480244279,1.0001992378769242,0.9478020719728475,340.25,34377.0,0.0026408137513709426,0.016975391656160355,4,160.3,16,64.0,False,5.0,,
rnn,0.2,0.01,5e-05,32,,0.37934407964348793,0.37934407964348793,1.0,0.9923846525915009,400.0,14457.0,0.25023130933396015,0.7109662294387817,4,671.8,,16.0,,,32x16,0.3
dense,0.1,0.0001,0.0001,64,128x64,0.022357171401381493,0.022438736632466316,1.0043558684401437,1.8379718388695798,400.0,394009.0,0.004261770701899015,0.026818007230758667,4,190.9,,,,,,
cnn,0.3,0.1,0.0003,16,,0.012975792633369565,0.012977822218090296,1.0001619361548282,0.9415188892033319,283.5,3409.0,0.002628966018487183,0.016900815069675446,4,153.4,8,64.0,True,3.0,,
rnn,0.2,0.0001,3e-05,16,,0.01573239080607891,0.01573239080607891,1.0,0.9484645054696795,400.0,35225.0,0.003803782607524247,0.01961912214756012,4,438.1,,64.0,,,64,0.0
dense,0.6,0.0001,0.0005,64,16x8,0.013129605446010828,0.013178684981539845,1.0039775947828649,0.9548705032368844,400.0,48377.0,0.002675200980411332,0.01709827221930027,4,156.5,,,,,,
cnn,0.0,0.0,0.0001,32,,0.013809942174702883,0.014797207899391651,1.0722702616628805,1.0337314038282193,49.25,132441.0,0.002950836021252332,0.018156765028834343,4,39.1,64,64.0,False,5.0,,
rnn,0.4,0.001,3e-05,32,,0.04397873021662235,0.04397873021662235,1.0,0.9768836551076727,400.0,2185.0,0.010295692740305264,0.054377444088459015,4,335.6,,8.0,,,8,0.2
dense,0.5,0.1,0.001,64,128,0.012976005440577865,0.012981658335775137,1.0004469779224143,0.9416503106476524,255.5,387353.0,0.0026297871160433097,0.016908595338463783,4,116.8,,,,,,
cnn,0.4,0.001,5e-05,64,,0.058594861067831516,0.058594861067831516,1.0,0.9800395466854542,400.0,12569.0,0.019000885521111288,0.08071469515562057,4,168.1,64,32.0,True,3.0,,
rnn,0.1,0.1,0.0003,128,,0.834589222446084,0.834589222446084,1.0,0.9893880450321575,400.0,11577.0,0.9431253648339514,2.2244837284088135,4,257.1,,16.0,,,32,0.3
dense,0.2,0.01,3e-05,16,32,0.08503041416406631,0.08503041416406631,1.0,0.9903099004345891,400.0,96857.0,0.05280560370271145,0.15236015617847443,4,194.0,,,,,,
cnn,0.1,0.0001,0.001,16,,0.01297120563685894,0.012981744250282645,1.000806903789785,0.9398310404930534,126.75,93529.0,0.0026282616855298623,0.016896776854991913,4,99.8,64x128x128,64.0,True,3.0,,
