family,sigma,relative,noise_dist,df,mmd_mean,wasserstein_mean_mean,frobenius_corr_mean,frac_valida_mean,std_ratio_mean_mean,mmd_std,seconds,shrinkage,shrinkage_alpha,shrinkage_target,marginal,n_iters,grid_size,rotation
rbig,,,,,0.0029299682978477515,0.07528773522826093,0.638187709997881,1.0,0.8974455660357865,0.002025599127970459,1.4,,,,,5.0,100.0,random
noise,0.17504,False,normal,0.0,0.3849690131186574,10.711821984272733,1.3404681736720967,1.0,14.517592132066737,0.00040078257177645325,0.3,,,,,,,
gaussian,,,,,0.012595611327766987,0.019006665710770913,1.3338470857674811,1.0,0.991871781586666,0.0006776468096818593,0.6,True,0.98451,diagonal,rank_gauss,,,
rbig,,,,,7.280556812983008e-08,0.02384039653143239,0.16807436432334755,1.0,0.9147474238171788,1.0296262186548407e-07,20.5,,,,,80.0,600.0,random
noise,0.06813,False,student_t,5.0,0.37619188378150675,3.678607501590385,1.2643389014552615,1.0,5.911223207894421,0.0015780455511415587,0.3,,,,,,,
gaussian,,,,,0.00793258258640872,0.018818987460826088,0.8720718341153126,1.0,0.9887201525898203,0.001561975045875991,0.5,False,0.5178,diagonal,rank_gauss,,,
rbig,,,,,0.0008735274456433406,0.05664195810513213,0.22543856437263635,1.0,1.0746860242547431,0.0005253950759095461,1.6,,,,,5.0,1000.0,pca
noise,0.03176,False,student_t,5.0,0.32578909682567836,1.5753895474452837,1.0597966810708823,1.0,3.004219018973802,0.0016074730770017271,0.3,,,,,,,
gaussian,,,,,0.013626863155685731,0.019002336204597133,1.3247359332365631,1.0,0.991847060372309,0.0021952240990008114,0.6,False,0.975,diagonal,rank_gauss,,,
rbig,,,,,0.0,0.022750462056734425,0.18531767128602636,1.0,0.9170422063911285,0.0,21.7,,,,,80.0,1500.0,pca
noise,0.00657,True,student_t,8.0,0.0,0.021109395189797656,0.3321246356596139,1.0,1.029576061949434,0.0,0.3,,,,,,,
gaussian,,,,,0.008387856725270315,0.018800478261964362,0.9196832910255078,1.0,0.9889240947116416,0.0028738786450756234,0.6,False,0.56368,diagonal,rank_gauss,,,
rbig,,,,,0.0002311006184413933,0.027005474810843,0.17472638451047093,1.0,0.8960219805391205,0.0002109427186637515,15.1,,,,,60.0,400.0,random
noise,0.00894,True,student_t,5.0,5.994574686962739e-05,0.021108797526050688,0.332219947888181,1.0,1.0296009637534613,8.477608822961157e-05,0.3,,,,,,,
gaussian,,,,,0.00999087538451715,0.018535683428717267,0.9806816714590778,1.0,0.9868542288386632,0.0028964972685472197,0.6,False,0.61212,identity,rank_gauss,,,
rbig,,,,,5.271002779533296e-05,0.021989088544877924,0.1633350658488995,1.0,0.9159569304705418,7.454323618122269e-05,21.1,,,,,80.0,1000.0,random
noise,0.03736,True,normal,0.0,0.0,0.021281125250669032,0.33195245069313206,1.0,1.0302401076502794,0.0,0.3,,,,,,,
gaussian,,,,,0.05229262126019241,0.2286278045170086,1.161281387922339,1.0,0.9878431581685359,0.00015784883604819455,0.3,False,0.85861,diagonal,gaussian,,,
rbig,,,,,0.0002496888422498511,0.0486678206324427,0.29385379716395443,1.0,0.8338442615692371,0.0003531133470829757,3.8,,,,,15.0,100.0,random
noise,0.10596,True,student_t,3.0,0.00025832758240595943,0.02320139230758112,0.3302170245041706,1.0,1.0349056638205312,0.0003653303705735612,0.3,,,,,,,
gaussian,,,,,0.05179026869267339,0.22861631743928018,0.7602272456484702,1.0,0.9876822796272908,0.0008573160705787012,0.3,False,0.53912,diagonal,gaussian,,,
rbig,,,,,0.00034869876481602446,0.028482639571875665,0.26546056542715424,1.0,0.9117519682493063,0.0003946356671441857,7.0,,,,,25.0,1000.0,random
noise,0.22097,True,student_t,4.0,0.0007248915093212016,0.039116790059913045,0.3285818452831708,1.0,1.0536798241437593,0.00036551387151688707,0.3,,,,,,,
gaussian,,,,,0.16683275048959753,0.5323107600011089,1.053517743879444,1.0,1.350321297066722,0.0019469284444985121,0.3,True,0.7411,identity,gaussian,,,
rbig,,,,,0.00038071868694572464,0.020588323407456935,0.14783976704882368,1.0,0.9126715504463478,0.00036982997706743267,16.4,,,,,60.0,600.0,pca
noise,0.37215,True,student_t,3.0,0.0035774067133957366,0.0716606465570086,0.344323071244807,1.0,1.0915891952701293,0.00038488200066013527,0.3,,,,,,,
gaussian,,,,,0.013325811808755084,0.018919042365950864,1.227388918360743,1.0,0.9911048220775736,0.001976787784331727,0.6,False,0.87282,identity,rank_gauss,,,
rbig,,,,,0.0009298892329578368,0.056813607193435145,0.17564642986544832,1.0,0.895082035572134,0.00033050335798920024,24.8,,,,,100.0,100.0,random
noise,0.46253,False,normal,0.0,0.3840594127835811,28.809087005445264,1.3480372975625101,1.0,37.92011493123006,0.0002933803877326666,0.3,,,,,,,
gaussian,,,,,0.049000309105729056,0.22936630329774738,0.18624484566368207,1.0,0.9894509690810716,0.000960155598520347,0.3,True,,identity,gaussian,,,
rbig,,,,,0.0005482034240653078,0.05664247348680551,0.23257482920622047,1.0,1.0930363900707925,0.00045891185891829846,1.7,,,,,5.0,1500.0,pca
noise,0.26919,False,student_t,10.0,0.3837767629826475,16.18543823064155,1.3562052507917208,1.0,22.27149461224781,0.0006159081832214287,0.3,,,,,,,
gaussian,,,,,0.00649426161807809,0.019526428246263123,0.2867382761652558,1.0,0.9890491432173929,0.00011106081425862976,0.6,False,,identity,rank_gauss,,,
rbig,,,,,0.0,0.02491119728858463,0.16653474797918533,1.0,0.9109058906998292,0.0,16.4,,,,,60.0,800.0,random
noise,0.06507,True,student_t,8.0,0.00030051399462560635,0.021895417916125648,0.3306614271756525,1.0,1.0317497998462617,0.0004249909668824479,0.3,,,,,,,
gaussian,,,,,0.15090687874510264,0.48522667003759623,0.9014831929608409,1.0,1.3041204520701237,0.0029716180536007676,0.3,True,0.60234,identity,gaussian,,,
rbig,,,,,0.0002694410005750769,0.05408699895597695,0.2176753024482622,1.0,0.8649183625390335,1.1599121014228364e-05,2.9,,,,,10.0,100.0,pca
noise,0.01795,True,normal,0.0,0.00048217959111374054,0.021138168190037387,0.3321470979508421,1.0,1.029705995951262,5.918177747810928e-05,0.3,,,,,,,
gaussian,,,,,0.0507175705812562,0.22844754525945254,0.611832926951067,1.0,0.987649863297136,0.0012670698120690815,0.3,True,0.4232,diagonal,gaussian,,,
noise,0.03098,True,student_t,3.0,0.00021061303081060245,0.021162424445263922,0.3319123784212562,1.0,1.0300151049260253,9.898177270086342e-06,0.3,,,,,,,
gaussian,,,,,0.05293872672925093,0.22869161238260002,1.0580710752015006,1.0,0.9879157761575879,6.289498133434699e-05,0.3,True,0.77855,diagonal,gaussian,,,
rbig,,,,,0.002381746835139642,0.07839086212682929,0.6612332827595675,1.0,0.9954588798599127,0.001245873567262441,1.6,,,,,5.0,300.0,random
noise,0.06604,True,normal,0.0,0.00010239534233458247,0.021870543288685575,0.3314822493376887,1.0,1.0317059204098022,0.00014480888185340246,0.3,,,,,,,
gaussian,,,,,0.007330972100947797,0.019157487850386713,0.538494571404056,1.0,0.9873855670313321,0.0019442154815814759,0.6,True,0.21296,diagonal,rank_gauss,,,
rbig,,,,,0.0011755699750852222,0.06296770745939309,0.450523305299674,1.0,0.9381223525635254,0.00017530752359129676,2.9,,,,,10.0,200.0,random
noise,0.07308,True,normal,0.0,0.0002433267578492715,0.022100150016177184,0.3313410454636627,1.0,1.0321887773720402,0.0003441160010387137,0.3,,,,,,,
gaussian,,,,,0.08539458181892093,0.33408674845755654,0.40307000443392366,1.0,1.1277636156402728,0.005232433376445322,0.3,False,0.20146,identity,gaussian,,,
rbig,,,,,0.0025390476786548155,0.08632871161272387,0.6860185683018516,1.0,1.119630357699332,0.001795588442454142,1.7,,,,,5.0,800.0,random
noise,0.22772,False,normal,0.0,0.3833604032820458,14.026932108012204,1.3443474537032731,1.0,18.80163875546556,0.001993990668032904,0.3,,,,,,,
gaussian,,,,,0.04110848041146098,0.22826699091771424,0.41337655472012125,1.0,0.9875757041584716,0.0014604621174452185,0.3,True,0.26348,diagonal,gaussian,,,
rbig,,,,,0.0003398928000892809,0.03436356100094001,0.17812101060892116,1.0,0.8726809764740135,0.0004588432829140584,4.3,,,,,15.0,200.0,pca
noise,0.10322,False,student_t,10.0,0.3827228626560467,6.024181375020884,1.327108532471723,1.0,8.72012951882683,0.003600383907964433,0.3,,,,,,,
gaussian,,,,,0.04821224521579853,0.2285208379341956,0.6748237716157054,1.0,0.9876649671491504,0.003582177437648694,0.3,False,0.4726,diagonal,gaussian,,,
rbig,,,,,8.368415078652269e-05,0.025000432133481985,0.17534135682267832,1.0,0.9175964683782842,4.2920245256008924e-05,11.5,,,,,40.0,1500.0,random
noise,0.30189,True,student_t,5.0,0.003908170842344183,0.06079536447405305,0.3350989911052277,1.0,1.073423770183693,0.0009146887014426912,0.3,,,,,,,
gaussian,,,,,0.00614875887255778,0.019526997910610855,0.2869748701150576,1.0,0.9890366479842909,0.0018322654590033518,0.6,True,,identity,rank_gauss,,,
noise,0.0912,True,student_t,10.0,0.00023030942048002379,0.02281095163777657,0.3318606118564353,1.0,1.033459156948936,0.00032570670598513747,0.3,,,,,,,
gaussian,,,,,0.012266015668041086,0.01899680765740467,1.3162864302333281,1.0,0.9918306057482593,0.0019352117893645688,0.6,True,0.96632,identity,rank_gauss,,,
rbig,,,,,0.0001649880074109933,0.022153541727485706,0.17691511975766858,1.0,0.9166385760126661,0.00023332827770953943,14.5,,,,,50.0,1000.0,pca
noise,0.01512,True,student_t,5.0,7.528387688637839e-06,0.021113428836261862,0.3322016502408708,1.0,1.0296877889228373,1.064674797207427e-05,0.3,,,,,,,
gaussian,,,,,0.06921141092614339,0.3038559720122967,0.31758489709904203,1.0,1.089639939692924,0.008757111682715674,0.3,False,0.13717,identity,gaussian,,,
noise,0.06736,False,student_t,8.0,0.3793753751940554,3.783755228240352,1.2850358185914672,1.0,5.821022110026422,0.000451735869544966,0.3,,,,,,,
rbig,,,,,0.0017485947999304474,0.052600550793353906,0.18075474851390205,1.0,0.8907123107764673,0.0008299499014907875,20.6,,,,,80.0,100.0,random
noise,0.01024,True,normal,0.0,0.00019850232549467606,0.02111939457825224,0.3321923440442216,1.0,1.029596596218104,0.00015603870206219912,0.4,,,,,,,
gaussian,,,,,0.004719007822602483,0.019593090590712837,0.37214622692733246,1.0,0.988194321056185,0.0023326292067254195,0.7,True,0.08183,identity,rank_gauss,,,
rbig,,,,,8.030130253428025e-05,0.037687551499536974,0.17046846903687088,1.0,0.834557498527148,0.00011356319112020412,5.6,,,,,20.0,100.0,pca
noise,0.00598,False,student_t,8.0,0.03338865992172951,0.18042387730503473,0.3420213272192052,1.0,1.2012236746501264,0.004910202605955534,0.3,,,,,,,
gaussian,,,,,0.005279279937300874,0.019170681980851104,0.4552350864703004,1.0,0.9875094064922154,0.0015828306565248244,0.6,False,0.14041,diagonal,rank_gauss,,,
rbig,,,,,0.00014120535950717938,0.022978505986990902,0.17431292037071455,1.0,0.9092365488554457,0.00019969453449482174,14.5,,,,,50.0,800.0,pca
noise,0.19801,False,normal,0.0,0.3834502180896179,12.157221744417514,1.3425787493206551,1.0,16.38501227007555,0.0006587656952984977,0.3,,,,,,,
gaussian,,,,,0.0073971053591004865,0.018824366689215208,0.8656764871341761,1.0,0.9886825159594144,0.0006806288676242418,0.6,True,0.51156,identity,rank_gauss,,,
rbig,,,,,0.00043534755938906544,0.026696945765564112,0.15662002791702903,1.0,0.9118393075687352,0.0006156744228340428,27.9,,,,,100.0,400.0,pca
noise,0.15279,True,student_t,5.0,0.00046711036351626545,0.028657081192769936,0.329674227366474,1.0,1.0412451840017423,0.0006605938112097292,0.3,,,,,,,
rbig,,,,,9.102992636766949e-05,0.03601382530932254,0.19865803248733524,1.0,0.8864306433730722,0.0001287357564509824,5.7,,,,,20.0,300.0,random
noise,0.01407,True,normal,0.0,6.537323210725754e-05,0.021126932866820013,0.3321722290793151,1.0,1.0296436349857556,9.245171146224788e-05,0.3,,,,,,,
gaussian,,,,,0.053368459674330515,0.2509668502242637,0.20394387457461435,1.0,1.020411839300682,0.0008122537809923171,0.3,False,0.0387,identity,gaussian,,,
rbig,,,,,0.0028171584700450447,0.0757061843164277,0.6535117833964667,1.0,0.9557457609629476,0.002174784733274269,1.6,,,,,5.0,200.0,random
noise,0.09635,True,student_t,3.0,0.000360414629294481,0.02271321254493479,0.3304791893364267,1.0,1.0339852420641233,0.0001429354087730266,0.3,,,,,,,
gaussian,,,,,0.008959605766418965,0.01892116415380294,0.7680510350460135,1.0,0.9884882510656385,0.0018496882329913816,0.6,False,0.42005,diagonal,rank_gauss,,,
rbig,,,,,0.0027733617316997305,0.08043877125728255,0.6700391116302717,1.0,1.029985133468231,0.0019316821626783897,1.7,,,,,5.0,400.0,random
noise,0.01073,False,student_t,4.0,0.0914056887853694,0.38257996070177946,0.5236572846801312,1.0,1.4677352488389874,0.009107266960224687,0.3,,,,,,,
gaussian,,,,,0.04178241960550988,0.22809381756532893,0.1861374102780261,1.0,0.9874555212582219,0.0039761582287990965,0.3,False,,identity,gaussian,,,
rbig,,,,,0.0,0.03405576056625973,0.1883804607353191,1.0,0.8928342170092869,0.0,22.2,,,,,80.0,200.0,pca
noise,0.00939,False,normal,0.0,0.10171435065235479,0.3643867831471962,0.48649662396336246,1.0,1.3901909953361398,0.0035869059426779292,0.3,,,,,,,
gaussian,,,,,0.013302749726729401,0.01890207604906894,1.1886467043959712,1.0,0.9909181805558493,0.000951200042501223,0.6,True,0.83302,identity,rank_gauss,,,
rbig,,,,,2.225900005869974e-05,0.02353450725291327,0.17712266355380077,1.0,0.9049267375497608,3.147897976787669e-05,14.8,,,,,50.0,600.0,pca
noise,0.09882,True,normal,0.0,0.00046983257527749567,0.023273856808698354,0.3307774436813036,1.0,1.034364994554789,3.8610034129300736e-05,0.3,,,,,,,
gaussian,,,,,0.0887454199649402,0.3243667598436901,0.37464787165621666,1.0,1.1156001826816384,0.001675206460501059,0.3,False,0.18016,identity,gaussian,,,
noise,0.00617,False,student_t,8.0,0.03204294655820261,0.1891284481636466,0.3474148283111422,1.0,1.2106996447500005,0.0021726453986140124,0.3,,,,,,,
gaussian,,,,,0.048676772872042307,0.22809381756532893,0.1861374102780261,1.0,0.9874555212582219,0.004741285502451983,0.3,False,,diagonal,gaussian,,,
rbig,,,,,0.0006261952035693241,0.0529720990331532,0.22660863732603032,1.0,0.9182074011243991,0.00029308503995081165,3.1,,,,,10.0,200.0,pca
noise,0.46108,False,normal,0.0,0.3827049349708783,28.717795125658604,1.3480308379480732,1.0,37.80201125694827,0.001901659110137678,0.3,,,,,,,
gaussian,,,,,0.0509251664665884,0.22861939088540945,0.7627896952267734,1.0,0.9876830242633854,0.00024327904079235276,0.3,True,0.54111,diagonal,gaussian,,,
rbig,,,,,3.246620218277929e-05,0.02127294004975557,0.1877688189746897,1.0,0.9285832595169656,4.591414344563345e-05,7.7,,,,,25.0,1000.0,pca
noise,0.06202,True,student_t,5.0,0.0,0.021812739881162765,0.33166122149937216,1.0,1.0315664004350424,0.0,0.3,,,,,,,
gaussian,,,,,0.11552445260442745,0.41039253257617503,0.6459755106545191,1.0,1.2203944867585506,0.004651590723520326,0.4,True,0.38936,identity,gaussian,,,
rbig,,,,,0.0027696376075376228,0.08831027365507566,0.6892931766526129,1.0,1.147870517257219,0.00179416409434481,1.8,,,,,5.0,1000.0,random
noise,0.03469,False,normal,0.0,0.35098802371887994,1.8990810161874654,1.12128126851798,1.0,3.2154954869039196,0.00461862729874366,0.3,,,,,,,
gaussian,,,,,0.010410891519846754,0.018887544476750034,1.1565392842843918,1.0,0.9906522068118713,0.00025534224016588385,0.6,True,0.80083,identity,rank_gauss,,,
