pct_objetivo,mean,std,count,ee,vs_base_pp
0.25,0.5072131147540984,0.002650132383165437,4,0.0013250661915827184,-1.2786885245901658
0.5,0.5192622950819672,0.0030213193326293435,4,0.0015106596663146718,-0.07377049180328221
0.75,0.5095081967213114,0.0,4,0.0,-1.0491803278688594
0.9,0.5014754098360655,0.0016393442622951017,4,0.0008196721311475508,-1.8524590163934485
1.0,0.5272131147540984,0.0,4,0.0,0.721311475409836
