generator,mae,mse,pct_synth,dist_frobenius_corr
gan,0.0117714376657256,0.0002496125784036,0.9643967222379204,1.1978529227517944
noise,0.0117720869260547,0.0002496102985097,0.9643967222379204,0.3859636791738753
rbig,0.0117755120583589,0.0002497611683363,0.9643967222379204,0.4795803113216199
gaussian,0.0118601523048673,0.0002527662663862,0.9643967222379204,0.4036992025149271
